"","ITAG","SGN_annotation","AGI","gene_name"
"22","Solyc04g051870.1.1","Kelch repeat-containing F-box family protein (AHRD V1 ***- D7M8L0_ARALY); contains Interpro domain(s)  IPR015915  Kelch-type beta propeller ","AT2G21950","Encodes an SKP1 interacting partner (SKIP6)."
"23","Solyc05g008640.1.1",NA,NA,NA
"24","Solyc05g026090.1.1",NA,NA,NA
"25","Solyc05g042050.2.1","Integral membrane family protein (AHRD V1 ***- D7L995_ARALY); contains Interpro domain(s)  IPR000620  Protein of unknown function DUF6, transmembrane ","AT2G05755","integral membrane family protein; similar to hypothetical protein VAS14_11394 [Vibrio angustum S14] (GB:ZP_01233459.1); contains InterPro domain Protein of unknown function DUF6, transmembrane; (InterPro:IPR000620)"
"26","Solyc05g055220.1.1",NA,NA,NA
"27","Solyc06g054130.1.1","Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR012876  Protein of unknown function DUF1677, plant ","AT3G22540","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G14819.1); similar to hypothetical protein MtrDRAFT_AC135320g11v1 [Medicago truncatula] (GB:ABE82963.1); contains InterPro domain Protein of unknown function DUF1677, plant; (InterPro:IPR012876)"
"28","Solyc06g065010.2.1",NA,NA,NA
"29","Solyc06g065120.1.1",NA,NA,NA
"30","Solyc07g005480.2.1",NA,NA,NA
"31","Solyc07g005890.2.1","ATP-dependent RNA helicase (AHRD V1 ***- A8NUN2_COPC7); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal ","AT4G15850","plant DEAD box-like RNA helicase."
"32","Solyc07g043090.1.1",NA,NA,NA
"33","Solyc07g047820.1.1",NA,NA,NA
"34","Solyc07g055700.2.1","Solute carrier family 35 member C2 (Fragment) (AHRD V1 *--- Q5GMH1_MOUSE); contains Interpro domain(s)  IPR004853  Protein of unknown function DUF250 ","AT1G06470","phosphate translocator-related; similar to transporter-related [Arabidopsis thaliana] (TAIR:AT3G14410.1); similar to Os06g0153200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056840.1); similar to Os01g0749900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044249.1); similar to phosphate translocator-related-like [Oryza sativa (japonica cultivar-group)] (GB:BAD86978.1); contains InterPro domain Protein of unknown function DUF250; (InterPro:IPR004853)"
"35","Solyc08g007340.2.1",NA,NA,NA
"36","Solyc08g007440.1.1","Phytoene synthase (AHRD V1 ***- B6TWB6_MAIZE); contains Interpro domain(s)  IPR002060  Squalene/phytoene synthase ","AT1G62730","similar to Os06g0104100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056548.1); similar to PREDICTED: similar to CG15738-PA [Rattus norve (GB:XP_232684.3); contains InterPro domain Terpenoid synthase; (InterPro:IPR008949)"
"37","Solyc08g021890.2.1","DnaJ homolog subfamily C member 13 (AHRD V1 **-- DJC13_HUMAN)","AT2G26890","GRV2 has sequence similarity to the C. elegans protein RME-8 which is involved in endocytosis.  grv2 mutants result in a reduction in gravitropic response in hypocotyls and shoots but do not affect root gravitropism. The mutants are defective in amyloplast sedimentation."
"38","Solyc08g021940.1.1","Plant synaptotagmin (AHRD V1 ***- D7KF47_ARALY)","AT1G05500","C2 domain-containing protein; similar to C2 domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G11100.1); similar to putative C2 domain-containing protein [Oryza sativa (japonica cultivar-group)] (GB:BAD30714.1); similar to C2 [Medicago truncatula] (GB:ABE86343.1); similar to C2 [Medicago truncatula] (GB:ABE81789.1); contains InterPro domain C2; (InterPro:IPR000008); contains InterPro domain C2 calcium/lipid-binding region, CaLB; (InterPro:IPR008973)"
"39","Solyc08g068820.2.1",NA,NA,NA
"40","Solyc09g059580.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KMD0_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT3G25060","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G29760.1); similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G12770.1); similar to hypothetical protein [Oryza sativa] (GB:AAG46111.1); similar to Os10g0540100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065185.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"41","Solyc09g064750.2.1",NA,NA,NA
"42","Solyc09g065380.1.1",NA,NA,NA
"43","Solyc09g090810.1.1","Euchromatic histone lysine N-methyltransferase 2 (AHRD V1 *-*- A2CG73_MOUSE); contains Interpro domain(s)  IPR003105  SRA-YDG ","AT4G13460","Encodes a SU(VAR)3-9 homolog, a SET domain protein. Known SET domain proteins are involved in epigenetic control of gene expression. There are 10 SUVH genes in Arabidopsis and this subfamily of the SET proteins have an additional conserved RING finger motif called YDG domain."
"44","Solyc10g009150.2.1",NA,NA,NA
"45","Solyc10g037900.1.1",NA,NA,NA
"46","Solyc10g054480.1.1","FAD-binding domain-containing protein (AHRD V1 **-- D7MFH6_ARALY); contains Interpro domain(s)  IPR006094  FAD linked oxidase, N-terminal ","AT4G20860","FAD-binding domain-containing protein; similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G44360.1); similar to FAD-linked oxidoreductase 1 [Glycine max] (GB:ABC41950.1); contains InterPro domain FAD linked oxidase, N-terminal; (InterPro:IPR006094); contains InterPro domain Berberine/berberine-like; (InterPro:IPR012951); contains InterPro domain Oxygen oxidoreductase covalent FAD-binding site; (InterPro:IPR006093)"
"47","Solyc11g005640.1.1","Ubiquitin (AHRD V1 ***- D0EUY5_9POAL); contains Interpro domain(s)  IPR019956  Ubiquitin subgroup ","AT5G20620","encodes a ubiquitin polyprotein."
"48","Solyc11g017380.1.1","DUF803 domain membrane protein (AHRD V1 **-- C1GHB7_PARBD); contains Interpro domain(s)  IPR008521  Protein of unknown function DUF803 ","AT1G71900","similar to permease-related [Arabidopsis thaliana] (TAIR:AT1G34470.1); similar to Os01g0882300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045007.1); similar to Non-imprinted in Prader-Willi/Angelman syndrome re (GB:ABA91886.2); similar to Os05g0424800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055595.1); contains InterPro domain Protein of unknown function DUF803; (InterPro:IPR008521)"
"49","Solyc11g020710.1.1","Unknown Protein (AHRD V1)","AT1G31175","similar to Os07g0567500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060022.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAC55661.1)"
"50","Solyc11g072060.1.1",NA,NA,NA
"51","Solyc12g009390.1.1",NA,NA,NA
"52","Solyc12g042980.1.1",NA,NA,NA
