"","ITAG","SGN_annotation","AGI","gene_name"
"15","Solyc02g071340.1.1","Lipid A export ATP-binding/permease protein msbA (AHRD V1 *--- MSBA_SYNAS); contains Interpro domain(s)  IPR003439  ABC transporter-like ","AT4G18050","PGP9 (P-GLYCOPROTEIN 9); ATPase, coupled to transmembrane movement of substances; Identical to Multidrug resistance protein 9 (P-glycoprotein 9) (MDR9) [Arabidopsis Thaliana] (GB:Q9M0M2;GB:Q9SVW6); similar to PGP11 (P-GLYCOPROTEIN 11), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G02520.1); similar to (P-GLYCOPROTEIN 7, PGP7), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT5G46540.1); similar to PGP4 (P-GLYCOPROTEIN 4, P-GLYCOPROTEIN4), ATPase, coupled to transmembrane movement of substances / xenobiotic-transporting ATPase [Arabidopsis thaliana] (TAIR:AT2G47000.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE92210.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE80334.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE93334.1); contains InterPro domain ABC transporter, transmembrane region, type 1; (InterPro:IPR011527); contains InterPro domain ABC transporter, transmembrane region; (InterPro:IPR001140); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"16","Solyc02g077040.2.1","Cathepsin B-like cysteine proteinase 5 (AHRD V1 **-* CPR5_CAEEL); contains Interpro domain(s)  IPR013128  Peptidase C1A, papain ","AT3G49340","cysteine proteinase, putative; similar to cysteine proteinase, putative [Arabidopsis thaliana] (TAIR:AT2G27420.1); similar to cysteine proteinase precursor [Ipomoea batatas] (GB:AAL14199.1); similar to cysteine protease [Ipomoea batatas] (GB:AAK27968.1); contains InterPro domain Peptidase, cysteine peptidase active site; (InterPro:IPR000169); contains InterPro domain Peptidase C1A, papain; (InterPro:IPR013128); contains InterPro domain Proteinase inhibitor I29, cathepsin propeptide; (InterPro:IPR013201); contains InterPro domain Peptidase C1A, papain C-terminal; (InterPro:IPR000668)"
"17","Solyc03g033590.1.1","Auxin-induced SAUR-like protein (AHRD V1 ***- Q8S349_CAPAN); contains Interpro domain(s)  IPR003676  Auxin responsive SAUR protein ","AT4G34760","auxin-responsive family protein; similar to auxin-responsive protein, putative [Arabidopsis thaliana] (TAIR:AT2G16580.1); similar to Auxin responsive SAUR protein [Medicago truncatula] (GB:ABE79956.1); contains InterPro domain Auxin responsive SAUR protein; (InterPro:IPR003676)"
"18","Solyc03g045140.2.1","Cyclopropane-fatty-acyl-phospholipid synthase (AHRD V1 *-*- C7LRK7_DESBD); contains Interpro domain(s)  IPR003333  Cyclopropane-fatty-acyl-phospholipid synthase ","AT3G23530","cyclopropane fatty acid synthase, putative / CPA-FA synthase, putative; similar to cyclopropane fatty acid synthase-related [Arabidopsis thaliana] (TAIR:AT3G23480.1); similar to cyclopropane-fatty-acyl-phospholipid synthase [Arabidopsis thaliana] (TAIR:AT3G23470.1); similar to cyclopropane fatty acid synthase, putative / CPA-FA synthase, putative [Arabidopsis thaliana] (TAIR:AT3G23510.1); similar to cyclopropane fatty acid synthase [Gossypium hirsutum] (GB:AAT74601.1); similar to cyclopropane synthase [Sterculia foetida] (GB:AAM33848.1); similar to cyclopropane fatty acid synthase [Gossypium hirsutum] (GB:AAT74602.1); contains InterPro domain NAD-binding site; (InterPro:IPR000205); contains InterPro domain Adrenodoxin reductase; (InterPro:IPR000759); contains InterPro domain Cyclopropane-fatty-acyl-phospholipid synthase; (InterPro:IPR003333); contains InterPro domain SAM (and some other nucleotide) binding motif; (InterPro:IPR000051); contains InterPro domain Amine oxidase; (InterPro:IPR002937)"
"19","Solyc03g082690.2.1",NA,NA,NA
"20","Solyc03g111800.2.1","Receptor like kinase, RLK","AT2G31880","leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G33170.1); similar to receptor-like protein kinase [Nicotiana tabacum] (GB:BAC07504.2); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"21","Solyc03g120260.2.1","Coatomer beta&apos subunit (AHRD V1 ***- C4YSS2_CANAW); contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat, region ","AT1G52360","coatomer protein complex, subunit beta 2 (beta prime), putative; similar to coatomer protein complex, subunit beta 2 (beta prime), putative [Arabidopsis thaliana] (TAIR:AT3G15980.3); similar to coatomer protein complex, subunit beta 2 (beta prime), putative [Arabidopsis thaliana] (TAIR:AT1G79990.1); similar to Coatomer protein complex, subunit beta 2 (beta prime) [Rattus norve (GB:AAH88397.1); similar to putative coatomer protein complex, subunit beta 2 (beta prime) [Oryza sativa (japonica cultivar-group)] (GB:BAD25014.1); similar to putative Gol (GB:BAD25013.1); contains InterPro domain C2; (InterPro:IPR000008); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain Quinoprotein amine dehydrogenase, beta chain-like; (InterPro:IPR011044); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990); contains InterPro domain Coatomer WD associated region; (InterPro:IPR006692)"
"22","Solyc04g011880.1.1","Glutaredoxin (AHRD V1 ***- B9IBJ4_POPTR); contains Interpro domain(s)  IPR011905  Glutaredoxin-like, plant II ","AT1G03020","glutaredoxin family protein; Identical to Putative monothiol glutaredoxin-S1 (AtGrxS1) (GRXS1) [Arabidopsis Thaliana] (GB:Q9SA68); similar to glutaredoxin family protein [Arabidopsis thaliana] (TAIR:AT3G62930.1); similar to Fgenesh protein 66 [Beta vulgaris] (GB:ABD83292.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutaredoxin; (InterPro:IPR002109); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Glutaredoxin-like, plant II; (InterPro:IPR011905)"
"23","Solyc04g051470.1.1",NA,NA,NA
"24","Solyc04g074470.1.1","Os06g0220000 protein (Fragment) (AHRD V1 ***- Q0DDJ2_ORYSJ); contains Interpro domain(s)  IPR006766  Phosphate-induced protein 1 conserved region ","AT5G64260","phosphate-responsive protein, putative; similar to phosphate-responsive protein, putative [Arabidopsis thaliana] (TAIR:AT5G09440.1); similar to erg-1 [Solanum tuberosum] (GB:AAP42136.1); contains InterPro domain Phosphate-induced protein 1 conserved region; (InterPro:IPR006766)"
"25","Solyc04g079880.2.1","1-acyl-sn-glycerol-3-phosphate acyltransferase (AHRD V1 **** B2LWM4_RICCO); contains Interpro domain(s)  IPR002123  Phospholipid/glycerol acyltransferase ","AT1G75020","LPAT4; acyltransferase; Identical to Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 4 (EC 2.3.1.51) (Lysophosphatidyl acyltransferase 4) (LPAT4) [Arabidopsis Thaliana] (GB:Q8L4Y2;GB:Q9C9P8;GB:Q9SSH0); similar to LPAT5 [Arabidopsis thaliana] (TAIR:AT3G18850.4); similar to Os05g0502200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055974.1); similar to putative acyl-CoA:1-acylglycerol-3-phosphate acyltransferase [Oryza sativa (japonica cultivar-group)] (GB:BAD53283.1); similar to Os01g0782500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044448.1); contains InterPro domain Phospholipid/glycerol acyltransferase; (InterPro:IPR002123)"
"26","Solyc04g080640.1.1",NA,NA,NA
"27","Solyc04g081770.2.1","GDSL esterase/lipase At5g42170 (AHRD V1 ***- GDL90_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL ","AT1G75900","family II extracellular lipase 3 (EXL3); similar to family II extracellular lipase 1 (EXL1) [Arabidopsis thaliana] (TAIR:AT1G75880.2); similar to Lipolytic enzyme, G-D-S-L [Medicago truncatula] (GB:ABE88162.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087); contains InterPro domain 5&apos; (InterPro:IPR006179); contains InterPro domain Lipolytic enzyme, G-D-S-L, active site; (InterPro:IPR008265)"
"28","Solyc05g005680.2.1","Xyloglucan endotransglucosylase/hydrolase 2 (AHRD V1 **** D5HP44_9ROSA); contains Interpro domain(s)  IPR016455  Xyloglucan endotransglucosylase/hydrolase ","AT1G10550","predicted to function in cell wall modification"
"29","Solyc05g010720.2.1",NA,NA,NA
"30","Solyc05g014550.1.1",NA,NA,NA
"31","Solyc05g016060.2.1",NA,NA,NA
"32","Solyc05g047630.1.1",NA,NA,NA
"33","Solyc05g051200.1.1",NA,NA,NA
"34","Solyc05g051760.2.1",NA,NA,NA
"35","Solyc06g009150.1.1",NA,NA,NA
"36","Solyc06g036110.1.1","C2 domain-containing protein (AHRD V1 *--- Q5DVL6_HORVD); contains Interpro domain(s)  IPR018029  C2 membrane targeting protein ","AT5G23950","C2 domain-containing protein; similar to C2 domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G07310.1); similar to C2 domain-containing protein [Hordeum vulgare subsp. vulgare] (GB:CAI58613.1); contains InterPro domain C2; (InterPro:IPR000008); contains InterPro domain C2 calcium/lipid-binding region, CaLB; (InterPro:IPR008973)"
"37","Solyc06g068520.2.1",NA,NA,NA
"38","Solyc06g068570.2.1","AP2-like ethylene-responsive transcription factor At1g16060 (AHRD V1 ***- AP2L1_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding ","AT1G16060","ovule development protein, putative; similar to ovule development protein, putative [Arabidopsis thaliana] (TAIR:AT1G79700.2); similar to Pathogenesis-related transcriptional factor and ERF [Medicago truncatula] (GB:ABE94683.1); similar to Os09g0423800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063215.1); contains InterPro domain Pathogenesis-related transcriptional factor and ERF; (InterPro:IPR001471)"
"39","Solyc06g069710.2.1","NAC domain protein IPR003441 (AHRD V1 ***- B9I557_POPTR); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein ","AT5G61430","ANAC100/ATNAC5 (Arabidopsis NAC domain containing protein 100); transcription factor; similar to ANAC079/ANAC080/ATNAC4 (Arabidopsis NAC domain containing protein 79, Arabidopsis NAC domain containing protein 80), transcription factor [Arabidopsis thaliana] (TAIR:AT5G07680.1); similar to NAC5 protein [Glycine max] (GB:AAX85982.1); contains InterPro domain No apical meristem (NAM) protein; (InterPro:IPR003441)"
"40","Solyc06g076090.2.1","Actin (AHRD V1 ***- B5M4V6_TOBAC); contains Interpro domain(s)  IPR004000  Actin/actin-like ","AT3G12110","Encodes an actin that is expressed predominantly during reproductive development."
"41","Solyc06g082440.1.1","CBL-interacting protein kinase 16 (AHRD V1 ***- A0MNK3_POPTR); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT2G30360","Encodes a SOS2-like protein kinase that is a member of the CBL-interacting protein kinase family."
"42","Solyc07g008690.2.1",NA,NA,NA
"43","Solyc07g052990.1.1",NA,NA,NA
"44","Solyc07g065070.1.1",NA,NA,NA
"45","Solyc08g006380.2.1","UDP-glucosyltransferase family 1 protein (AHRD V1 **** C6KI44_CITSI); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ","AT2G31750","UGT74D1 (UDP-glucosyl transferase 74D1); UDP-glycosyltransferase/ abscisic acid glucosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups; similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT1G05680.1); similar to UDP-glucose:salicylic acid glucosyltransferase [Nicotiana tabacum] (GB:AAF61647.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)"
"46","Solyc08g014010.2.1",NA,NA,NA
"47","Solyc08g062290.2.1",NA,NA,NA
"48","Solyc08g068120.1.1","DNA polymerase I family protein expressed (AHRD V1 ***- Q2QTK2_ORYSJ); contains Interpro domain(s)  IPR001098  DNA-directed DNA polymerase, family A ","AT4G32700","Encodes a homolog of Drosophila MUS308 and mammalian DNA polymerase, which prevent spontaneous or DNA damage-induced production of DNA double strand breaks. Two conserved functional domains: an N-terminal superfamily II DNA/RNA helicase domain and a C-terminal prokaryotic-type DNA polymerase I domain. Required for regulated cell division and differentiation in meristems. Mutant plants show morphological defects, such as short roots, serrated leaves, and fasciation, as well as defective patterns of cell division and differentiation in the meristem. Mutant plants had 2.5 to 4.5-fold higher expression of ATGR1, ATBRCA1 and RAD51 genes."
"49","Solyc08g068780.1.1",NA,NA,NA
"50","Solyc08g079870.1.1",NA,NA,NA
"51","Solyc08g080290.2.1",NA,NA,NA
"52","Solyc08g081620.2.1","Endoglucanase 1 (AHRD V1 ***- B6U0P7_MAIZE); contains Interpro domain(s)  IPR008928  Six-hairpin glycosidase-like  IPR012341  Six-hairpin glycosidase  IPR018221  Glycoside hydrolase, family 9, active site  IPR001701  Glycoside hydrolase, family 9 ","AT4G09740","glycosyl hydrolase family 9 protein; Identical to Endoglucanase 18 precursor (EC 3.2.1.4) (Endo-1,4-beta glucanase 18) [Arabidopsis Thaliana] (GB:Q9SZ90); similar to glycosyl hydrolase family 9 protein [Arabidopsis thaliana] (TAIR:AT4G23560.1); similar to cellulase; endo-beta-1,4-glucanase [Capsicum annuum] (GB:CAA65826.1); similar to Beta-1,4-endoglycanohydrolase; cellulase [Capsicum annuum] (GB:CAA60737.1); similar to cellulase [Phaseolus vulgaris] (GB:AAC78504.1); contains InterPro domain Six-hairpin glycosidase; (InterPro:IPR008928); contains InterPro domain Glycoside transferase, six-hairpin, subgroup; (InterPro:IPR012343); contains InterPro domain Glycoside hydrolase, family 9; (InterPro:IPR001701)"
"53","Solyc09g005180.2.1","FAD-binding domain-containing protein (AHRD V1 **-- D7LF85_ARALY); contains Interpro domain(s)  IPR010030  Plant-specific FAD-dependent oxidoreductase ","AT2G46760","FAD-binding domain-containing protein; similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G46740.1); similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G46750.1); similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G32300.1); similar to Putative FAD binding domain containing protein, identical [Solanum tuberosum] (GB:AAV31183.1); similar to Os03g0563100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050492.1); similar to Os02g0124600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045739.1); contains InterPro domain Plant-specific FAD-dependent oxidoreductase; (InterPro:IPR010030); contains InterPro domain FAD linked oxidase, N-terminal; (InterPro:IPR006094)"
"54","Solyc09g009980.1.1",NA,NA,NA
"55","Solyc09g059020.2.1","Alcohol dehydrogenase zinc-containing (AHRD V1 **** Q6HFT1_BACHK); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing ","AT4G13010","oxidoreductase, zinc-binding dehydrogenase family protein; Identical to Putative chloroplastic quinone-oxidoreductase homolog (EC 1.-.-.-) [Arabidopsis Thaliana] (GB:Q9SV68); similar to oxidoreductase, zinc-binding dehydrogenase family protein [Arabidopsis thaliana] (TAIR:AT1G23740.1); similar to ripening regulated protein-like [Solanum tuberosum] (GB:ABA81857.1); contains InterPro domain GroES-like; (InterPro:IPR011032); contains InterPro domain Alcohol dehydrogenase superfamily, zinc-containing; (InterPro:IPR002085); contains InterPro domain Alcohol dehydrogenase, zinc-binding; (InterPro:IPR013149); contains InterPro domain Alcohol dehydrogenase GroES-like; (InterPro:IPR013154)"
"56","Solyc09g082240.2.1",NA,NA,NA
"57","Solyc09g082350.1.1",NA,NA,NA
"58","Solyc09g089540.2.1",NA,NA,NA
"59","Solyc10g006590.1.1","POT family domain containing protein expressed (AHRD V1 ***- D8L9H8_WHEAT); contains Interpro domain(s)  IPR007493  Protein of unknown function DUF538 ","AT5G54530","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G61667.1); similar to Os07g0548800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059929.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAC57724.1); contains InterPro domain Protein of unknown function DUF538; (InterPro:IPR007493)"
"60","Solyc10g011970.1.1",NA,NA,NA
"61","Solyc10g079790.1.1",NA,NA,NA
"62","Solyc10g081300.1.1","Metacaspase 7 (AHRD V1 *-*- D7KWG9_ARALY); contains Interpro domain(s)  IPR011600  Peptidase C14, caspase catalytic ","AT5G04200","latex-abundant protein, putative (AMC9) / caspase family protein; similar to latex abundant protein, putative (AMC5) / caspase family protein [Arabidopsis thaliana] (TAIR:AT1G79320.1); similar to Peptidase C14, caspase catalytic subunit p20 [Medicago truncatula] (GB:ABD28668.1); contains InterPro domain Peptidase C14, caspase catalytic; (InterPro:IPR011600)"
"63","Solyc10g084020.1.1",NA,NA,NA
"64","Solyc11g008200.1.1","Nodulin-like protein (Fragment) (AHRD V1 ***- O81121_ARATH); contains Interpro domain(s)  IPR010658  Nodulin-like ","AT2G39210","nodulin family protein; similar to nodulin family protein [Arabidopsis thaliana] (TAIR:AT2G28120.1); similar to putative nodule-specific protein [Oryza sativa (japonica cultivar-group)] (GB:AAO37543.1); similar to nitrate and chloride transporter [Glycine max] (GB:AAW51884.1); similar to putative nodule-specific protein [Oryza sativa (japonica cultivar-group)] (GB:BAC83908.1); contains InterPro domain Nodulin-like; (InterPro:IPR010658)"
"65","Solyc11g072750.1.1",NA,NA,NA
"66","Solyc12g005880.1.1","Beta-1 3-galactosyltransferase 6 (AHRD V1 ***- B6UBH3_MAIZE); contains Interpro domain(s)  IPR002659  Glycosyl transferase, family 31 ","AT1G05170","galactosyltransferase family protein; similar to galactosyltransferase family protein [Arabidopsis thaliana] (TAIR:AT2G32430.1); similar to Os03g0577500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050543.1); similar to putative Avr9 elicitor response protein [Oryza sativa (japonica cultivar-group)] (GB:BAD25162.1); contains InterPro domain Glycosyl transferase, family 31; (InterPro:IPR002659)"
"67","Solyc12g006020.1.1",NA,NA,NA
"68","Solyc12g006280.1.1",NA,NA,NA
"69","Solyc12g006850.1.1","Potassium channel (AHRD V1 ***- Q9LEG6_SOLLC); contains Interpro domain(s)  IPR002110  Ankyrin ","AT2G26650","Shaker-like inward rectifying  potassium channel predominantly expressed in predominantly in root hairs and root endodermis."
"70","Solyc12g010420.1.1",NA,NA,NA
