"","ITAG","SGN_annotation","AGI","gene_name"
"11","Solyc01g009240.2.1","Beta-D-glucosidase (AHRD V1 ***- O82074_TROMA); contains Interpro domain(s)  IPR001764  Glycoside hydrolase, family 3, N-terminal ","AT5G20950","glycosyl hydrolase family 3 protein; similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT3G62710.1); similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT5G20940.1); similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT5G04885.1); similar to beta-D-glucan exohydrolase [Nicotiana tabacum] (GB:BAA33065.1); similar to beta-D-glucosidase [Tropaeolum majus] (GB:CAA07070.1); similar to beta-D-glucosidase [Gossypium hirsutum] (GB:AAQ17461.1); contains InterPro domain Glycoside hydrolase, family 3, C-terminal; (InterPro:IPR002772); contains InterPro domain Glycoside hydrolase, family 3, N-terminal; (InterPro:IPR001764)"
"12","Solyc01g009670.2.1","CCA-adding enzyme (AHRD V1 *-*- CCA_STAES); contains Interpro domain(s)  IPR002646  Polynucleotide adenylyltransferase region ","AT5G23690","polynucleotide adenylyltransferase family protein; similar to polynucleotide adenylyltransferase family protein / RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT3G48830.1); similar to Os03g0131400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048863.1); similar to Putative poly(A) polymerase [Oryza sativa (japonica cultivar-group)] (GB:AAM22707.1); similar to Os04g0395900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052662.1); contains InterPro domain Nucleotidyltransferase/Poly(A) polymerase; (InterPro:IPR012277); contains InterPro domain Polynucleotide adenylyltransferase region; (InterPro:IPR002646)"
"13","Solyc01g056350.1.1",NA,NA,NA
"14","Solyc01g056780.2.1",NA,NA,NA
"15","Solyc01g060450.2.1","Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR009606  Protein of unknown function DUF1218 ","AT5G49320","similar to Os01g0253400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042612.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAA84605.1); contains InterPro domain Protein of unknown function DUF1218; (InterPro:IPR009606)"
"16","Solyc01g068190.2.1",NA,NA,NA
"17","Solyc01g079470.2.1",NA,NA,NA
"18","Solyc01g079790.2.1","Glucose-1-phosphate adenylyltransferase (AHRD V1 **** P93230_SOLLC); contains Interpro domain(s)  IPR011831  Glucose-1-phosphate adenylyltransferase ","AT5G19220","Encodes the large subunit of ADP-glucose pyrophosphorylase which catalyzes the first, rate limiting step in starch biosynthesis.  The large subunit plays a regulatory role whereas the small subunit (ApS) is the catalytic isoform. Four isoforms (ApL1-4) have been identified. ApL1 is the major large subunit isoform present in leaves."
"19","Solyc01g079800.2.1","ATP-dependent RNA helicase (AHRD V1 ***- A0YWB9_LYNSP); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal ","AT5G19210","DEAD/DEAH box helicase, putative; Identical to DEAD-box ATP-dependent RNA helicase 58, chloroplast precursor (EC 3.6.1.-) (RH58) [Arabidopsis Thaliana] (GB:Q3E9C3;GB:Q84W18); similar to ATP-dependent helicase [Arabidopsis thaliana] (TAIR:AT3G58510.3); similar to DEAD/DEAH box helicase, putative [Medicago truncatula] (GB:ABE77801.1); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650)"
"20","Solyc01g080260.2.1","At4g14280-like protein (Fragment) (AHRD V1 *-*- C7FD87_ARALP); contains Interpro domain(s)  IPR011989  Armadillo-like helical ","AT5G18980","binding; similar to binding [Arabidopsis thaliana] (TAIR:AT4G14280.1); similar to binding [Arabidopsis thaliana] (TAIR:AT3G06210.1); similar to Os03g0362200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050159.1); similar to Unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAO17354.1); similar to Os12g0528100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066912.1); contains InterPro domain Armadillo; (InterPro:IPR000225); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989)"
"21","Solyc01g081020.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MAN3_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT4G37380","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G66520.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE82964.1); similar to Os07g0113500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058748.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE88515.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"22","Solyc01g087690.1.1",NA,NA,NA
"23","Solyc01g087730.2.1",NA,NA,NA
"24","Solyc01g087970.2.1","Serine carboxypeptidase 1 (AHRD V1 **** B6SW38_MAIZE); contains Interpro domain(s)  IPR001563  Peptidase S10, serine carboxypeptidase ","AT3G63470","SCPL40 (serine carboxypeptidase-like 40); serine carboxypeptidase; similar to SCPL39 (serine carboxypeptidase-like 39), serine carboxypeptidase [Arabidopsis thaliana] (TAIR:AT3G52020.1); similar to putative serine carboxypeptidase [Pisum sativum] (GB:CAC19488.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Peptidase S10, serine carboxypeptidase; (InterPro:IPR001563)"
"25","Solyc01g095520.2.1",NA,NA,NA
"26","Solyc01g095900.2.1","Protein TIF31 homolog (AHRD V1 *--- TIF31_ASPCL); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical ","AT1G01320","tetratricopeptide repeat (TPR)-containing protein; similar to binding [Arabidopsis thaliana] (TAIR:AT4G28080.1); similar to binding [Arabidopsis thaliana] (TAIR:AT1G15290.1); similar to putative tetratricopeptide repeat(TPR)-containing protein [Oryza sativa (japonica cultivar-group)] (GB:BAC84544.1); similar to TPR repeat [Medicago truncatula] (GB:ABE77904.1); similar to OSJNBa0070O11.2 [Oryza sativa (japonica cultivar-group)] (GB:CAE03171.2); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_1; (InterPro:IPR001440); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Tetratricopeptide TPR_2; (InterPro:IPR013105); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"27","Solyc01g096340.2.1","Auxin-induced SAUR-like protein (AHRD V1 ***- Q8S351_CAPAN); contains Interpro domain(s)  IPR003676  Auxin responsive SAUR protein ","AT3G61900","auxin-responsive family protein; similar to auxin-responsive family protein [Arabidopsis thaliana] (TAIR:AT2G46690.1); similar to Auxin responsive SAUR protein [Medicago truncatula] (GB:ABE91172.1); contains InterPro domain Auxin responsive SAUR protein; (InterPro:IPR003676)"
"28","Solyc01g096360.2.1","Rho GTPase activating protein 2 (AHRD V1 ***- Q6UQ72_ORYSJ); contains Interpro domain(s)  IPR000198  RhoGAP ","AT2G46710","rac GTPase activating protein, putative; similar to rac GTPase activating protein, putative [Arabidopsis thaliana] (TAIR:AT4G03100.1); similar to rac GTPase activating protein 2 [Lotus japonicus] (GB:AAC62625.1); contains InterPro domain PAK-box/P21-Rho-binding; (InterPro:IPR000095); contains InterPro domain Rho GTPase activation protein; (InterPro:IPR008936); contains InterPro domain Wiscott-Aldrich syndrome, C-terminal; (InterPro:IPR011026); contains InterPro domain RhoGAP; (InterPro:IPR000198)"
"29","Solyc01g097570.2.1",NA,NA,NA
"30","Solyc01g098740.2.1","Receptor protein kinase-like protein (AHRD V1 *-*- Q9LJU5_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT1G54820","protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT3G58690.1); similar to Protein tyrosine kinase, putative [Medicago truncatula] (GB:ABE77986.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245)"
"31","Solyc01g100980.2.1","Polygalacturonase (AHRD V1 ***- B6TPQ7_MAIZE); contains Interpro domain(s)  IPR012334  Pectin lyase fold ","AT1G02460","glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein; similar to glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein [Arabidopsis thaliana] (TAIR:AT4G01890.1); similar to Ribosome-binding factor A; Glycoside hydrolase, family 28 [Medicago truncatula] (GB:ABE78820.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Glycoside hydrolase, family 28; (InterPro:IPR000743); contains InterPro domain Pectolytic enzyme, Pectin lyase fold; (InterPro:IPR012334); contains InterPro domain Parallel beta-helix repeat; (InterPro:IPR006626)"
"32","Solyc01g102860.2.1",NA,NA,NA
"33","Solyc01g104880.2.1","Phosphatidylserine decarboxylase proenzyme 2 (AHRD V1 **** D3AWK7_POLPA); contains Interpro domain(s)  IPR005221  Phosphatidylserine decarboxylase ","AT5G57190","phosphatidylserine decarboxylase, putative; similar to PSD2 (Phosphatidylserine decarboxylase 2) [Arabidopsis thaliana] (TAIR:AT4G25970.1); similar to phosphatidylserine decarboxylase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87120.1); similar to Os01g0959800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045461.1); contains InterPro domain Phosphatidylserine decarboxylase-related; (InterPro:IPR003817); contains InterPro domain EF-Hand type; (InterPro:IPR011992); contains InterPro domain Calcium-binding EF-hand; (InterPro:IPR002048); contains InterPro domain C2 calcium/lipid-binding region, CaLB; (InterPro:IPR008973); contains InterPro domain Phosphatidylserine decarboxylase; (InterPro:IPR005221)"
"34","Solyc01g105600.2.1",NA,NA,NA
"35","Solyc01g106400.2.1",NA,NA,NA
"36","Solyc01g106480.2.1","Malate dehydrogenase (AHRD V1 ***- A5BEJ8_VITVI); contains Interpro domain(s)  IPR010097  Malate dehydrogenase, NAD-dependent, eukaryotes and gamma proteobacteria ","AT2G22780","encodes an peroxisomal NAD-malate dehydrogenase that is involved in fatty acid beta-oxidation through providing NAD to the process of converting fatty acyl CoA to acetyl CoA."
"37","Solyc01g107370.2.1",NA,NA,NA
"38","Solyc01g107920.2.1",NA,NA,NA
"39","Solyc01g108210.2.1","Cytochrome P450","AT3G19270","Encodes a protein with ABA 8'-hydroxylase activity, involved in ABA catabolism. Member of the CYP707A gene family."
"40","Solyc01g108610.2.1",NA,NA,NA
"41","Solyc01g108650.2.1",NA,NA,NA
"42","Solyc01g108930.2.1",NA,NA,NA
"43","Solyc01g109550.2.1","Mitochondrial transcription termination factor (Fragment) (AHRD V1 *--- C6FB12_PSEMZ); contains Interpro domain(s)  IPR003690  Mitochodrial transcription termination factor-related ","AT3G18870","mitochondrial transcription termination factor-related / mTERF-related; similar to mitochondrial transcription termination factor-related / mTERF-related [Arabidopsis thaliana] (TAIR:AT2G34620.1); similar to mTERF-like protein [Brassica napus] (GB:ABC70867.1); contains InterPro domain Mitochodrial transcription termination factor-related; (InterPro:IPR003690)"
"44","Solyc01g111970.2.1","Laccase 1a (AHRD V1 **-- B9IG56_POPTR); contains Interpro domain(s)  IPR001117  Multicopper oxidase, type 1 ","AT1G76160","SKS5 (SKU5 Similar 5); copper ion binding / oxidoreductase; similar to SKS6 (SKU5 Similar 6), pectinesterase [Arabidopsis thaliana] (TAIR:AT1G41830.1); similar to SKS8 (SKU5 Similar 8), copper ion binding / oxidoreductase [Arabidopsis thaliana] (TAIR:AT1G21850.1); similar to SKS7 (SKU5 Similar 7), copper ion binding / oxidoreductase [Arabidopsis thaliana] (TAIR:AT1G21860.1); similar to pectinesterase [Solanum lycopersicum] (GB:CAB08077.1); similar to PS60 [Nicotiana tabacum] (GB:CAA65634.1); similar to Multicopper oxidase, type 1 [Medicago truncatula] (GB:ABE89109.1); contains InterPro domain Cupredoxin; (InterPro:IPR008972); contains InterPro domain Multicopper oxidase, type 3; (InterPro:IPR011707); contains InterPro domain Multicopper oxidase, type 2; (InterPro:IPR011706); contains InterPro domain Multicopper oxidase, type 1; (InterPro:IPR001117)"
"45","Solyc02g011870.1.1",NA,NA,NA
"46","Solyc02g011980.1.1",NA,NA,NA
"47","Solyc02g014470.2.1","Lipase-like protein (AHRD V1 ***- Q8LF19_ARATH); contains Interpro domain(s)  IPR002921  Lipase, class 3 ","AT4G18550","lipase class 3 family protein; similar to lipase class 3 family protein [Arabidopsis thaliana] (TAIR:AT1G06250.1); similar to Ipomoea nil Pn47p (GB:AAB07724.1); similar to Os05g0574000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056386.1); similar to Os05g0574100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056387.1); contains InterPro domain Lipase, class 3; (InterPro:IPR002921)"
"48","Solyc02g014860.2.1","Chaperone protein DnaJ (AHRD V1 *-*- D2QAE1_BIFDB); contains Interpro domain(s)  IPR003095  Heat shock protein DnaJ ","AT5G23240","DNAJ heat shock N-terminal domain-containing protein; similar to DNAJ heat shock N-terminal domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G42750.1); similar to H0103C06.7 [Oryza sativa (indica cultivar-group)] (GB:CAJ86103.1); similar to Os04g0675400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054247.1); contains InterPro domain 4Fe-4S ferredoxin, iron-sulfur binding; (InterPro:IPR001450); contains InterPro domain Heat shock protein DnaJ; (InterPro:IPR003095); contains InterPro domain Heat shock protein DnaJ, N-terminal; (InterPro:IPR001623)"
"49","Solyc02g020940.2.1","Glyceraldehyde-3-phosphate dehydrogenase (AHRD V1 **** D7UNZ5_BRARC); contains Interpro domain(s)  IPR000173  Glyceraldehyde 3-phosphate dehydrogenase ","AT1G12900","GAPA-2; glyceraldehyde-3-phosphate dehydrogenase; similar to GAPA (GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE A SUBUNIT), glyceraldehyde-3-phosphate dehydrogenase [Arabidopsis thaliana] (TAIR:AT3G26650.1); similar to glyceraldehyde-3-phosphate dehydrogenase A subunit [Glycine max] (GB:ABA86963.1); similar to Glyceraldehyde-3-phosphate dehydrogenase A, chloroplast precursor (NADP-dependent glyceraldehydephosphate dehydrogenase subunit A) (GB:P19866); similar to Glyceraldehyde-3-phosphate dehydrogenase A, chloroplast precursor (NADP-dependent glyceraldehydephosphate dehydrogenase subunit A) (GB:P12858); contains InterPro domain Glyceraldehyde-3-phosphate dehydrogenase, type I; (InterPro:IPR006424); contains InterPro domain Glyceraldehyde 3-phosphate dehydrogenase; (InterPro:IPR000173)"
"50","Solyc02g022890.1.1","Fatty acid hydroxylase family protein expressed (AHRD V1 ***- Q9AY73_ORYSJ); contains Interpro domain(s)  IPR006694  Fatty acid hydroxylase ","AT2G34770","fatty acid hydroxylase Fah1p (FAH1) homologous to S. cerevisiae FAH1, involved in the hydroxylation of fatty acids."
"51","Solyc02g022900.2.1",NA,NA,NA
"52","Solyc02g038710.1.1",NA,NA,NA
"53","Solyc02g062650.2.1","Laccase (AHRD V1 ***- Q9AUI0_PINTA); contains Interpro domain(s)  IPR017761  Laccase ","AT5G03260","putative laccase,  a member of laccase family of genes (17 members in Arabidopsis)."
"54","Solyc02g064950.2.1","CBS domain-containing protein-like (AHRD V1 ***- B8AP73_ORYSI); contains Interpro domain(s)  IPR000644  Cystathionine beta-synthase, core ","AT4G36910","LEJ2 (LOSS OF THE TIMING OF ET AND JA BIOSYNTHESIS 2); similar to LEJ1 (LOSS OF THE TIMING OF ET AND JA BIOSYNTHESIS 1) [Arabidopsis thaliana] (TAIR:AT4G34120.1); similar to Os08g0313200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061514.1); similar to putative CBS domain containing protein [Oryza sativa (japonica cultivar-group)] (GB:AAQ56349.1); contains InterPro domain CBS; (InterPro:IPR000644)"
"55","Solyc02g065490.2.1",NA,NA,NA
"56","Solyc02g065590.2.1","Alpha/beta hydrolase fold-3 (AHRD V1 *--- C8PY72_9GAMM); contains Interpro domain(s)  IPR002018  Carboxylesterase, type B ","AT3G02410","serine esterase; similar to ATPCME (PRENYLCYSTEINE METHYLESTERASE), prenylcysteine methylesterase [Arabidopsis thaliana] (TAIR:AT5G15860.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96862.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Carboxylesterase, type B; (InterPro:IPR002018)"
"57","Solyc02g067590.1.1","DNA-directed RNA polymerase subunit beta (AHRD V1 ***- D3WC93_NELNU); contains Interpro domain(s)  IPR007642  RNA polymerase Rpb2, domain 2 ","ATCG00190","Chloroplast DNA-dependent RNA polymerase B subunit. The transcription of this gene is regulated by a nuclear encoded RNA polymerase. This gene has been transferred to mitochondrial genome during crucifer evolution."
"58","Solyc02g068140.2.1","Nodulin-like protein (AHRD V1 ***- B6U8U8_MAIZE); contains Interpro domain(s)  IPR010658  Nodulin-like ","AT3G01930","nodulin family protein; similar to nodulin family protein [Arabidopsis thaliana] (TAIR:AT5G14120.1); similar to nodulin-like protein [Poncirus trifoliata] (GB:AAN62343.1); similar to Os08g0532400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062339.1); similar to Os04g0388700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052632.1); contains InterPro domain Nodulin-like; (InterPro:IPR010658)"
"59","Solyc02g068160.1.1","Os02g0508100 protein (Fragment) (AHRD V1 ***- Q0E0Z9_ORYSJ)","AT3G27027",NA
"60","Solyc02g068760.2.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LHS5_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT2G35130","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G02860.1); similar to putative chloroplast RNA processing protein [Oryza sativa (japonica cultivar-group)] (GB:AAM92824.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE94700.1); similar to Os02g0170000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046025.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"61","Solyc02g069240.1.1","Protein-O-fucosyltransferase 1 (AHRD V1 ***- Q659R8_ORYSA)","AT3G05320","similar to protein-O-fucosyltransferase 1 [Saccharum officinarum] (GB:CAH40838.1)"
"62","Solyc02g069290.2.1",NA,NA,NA
"63","Solyc02g070390.2.1","PTAC12 (AHRD V1 ***- D7LH29_ARALY)","AT2G34640","Present in transcriptionally active plastid chromosomes. Involved in plastid gene expression."
"64","Solyc02g070800.2.1",NA,NA,NA
"65","Solyc02g071090.2.1",NA,NA,NA
"66","Solyc02g071100.2.1",NA,NA,NA
"67","Solyc02g071280.2.1","Ribosome maturation factor rimM (AHRD V1 *-*- A4CTC3_SYNPV); contains Interpro domain(s)  IPR011961  16S rRNA processing protein RimM ","AT5G46420","16S rRNA processing protein RimM family; similar to UDP-N-acetylglucosamine pyrophosphorylase-related [Arabidopsis thaliana] (TAIR:AT1G31070.2); similar to Photosynthetic reaction centre, H-chain, cytoplasmic [Medicago truncatula] (GB:ABE92785.1); contains InterPro domain 16S rRNA processing protein RimM; (InterPro:IPR011961); contains InterPro domain PRC-barrel; (InterPro:IPR007903); contains InterPro domain Photosynthetic reaction centre, H-chain, cytoplasmic; (InterPro:IPR011033); contains InterPro domain RimM protein; (InterPro:IPR002676)"
"68","Solyc02g077300.1.1","Peroxidase 73 (AHRD V1 **** B6U0T8_MAIZE); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ","AT2G34060","peroxidase, putative; Identical to Peroxidase 19 precursor (EC 1.11.1.7) (Atperox P19) (ATP51) (PER19) [Arabidopsis Thaliana] (GB:O22959;GB:Q8RXZ2); similar to peroxidase, putative [Arabidopsis thaliana] (TAIR:AT5G14130.1); similar to Os03g0762300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051358.1); similar to putative peroxidase [Oryza sativa (japonica cultivar-group)] (GB:AAL34125.1); contains InterPro domain Haem peroxidase; (InterPro:IPR010255); contains InterPro domain Haem peroxidase, plant/fungal/bacterial; (InterPro:IPR002016); contains InterPro domain Plant peroxidase; (InterPro:IPR000823)"
"69","Solyc02g079170.2.1","NADH dehydrogenase like protein (AHRD V1 **** O65414_ARATH); contains Interpro domain(s)  IPR013027  FAD-dependent pyridine nucleotide-disulphide oxidoreductase ","AT4G05020","NDB2 (NAD(P)H DEHYDROGENASE B2); disulfide oxidoreductase; similar to NDB1 (NAD(P)H DEHYDROGENASE B1), NADH dehydrogenase/ disulfide oxidoreductase [Arabidopsis thaliana] (TAIR:AT4G28220.1); similar to NDB4 (NAD(P)H DEHYDROGENASE B4), NADH dehydrogenase [Arabidopsis thaliana] (TAIR:AT2G20800.1); similar to pyridine nucleotide-disulphide oxidoreductase family protein [Arabidopsis thaliana] (TAIR:AT4G21490.1); similar to FAD-dependent pyridine nucleotide-disulphide oxidoreductase; Calcium-binding EF-hand [Medicago truncatula] (GB:ABD32606.1); similar to external rotenone-insensitive NADPH dehydrogenase [Solanum tuberosum] (GB:CAB52797.1); similar to Os06g0684000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058394.1); contains InterPro domain Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region; (InterPro:IPR001327); contains InterPro domain EF-Hand type; (InterPro:IPR011992); contains InterPro domain Calcium-binding EF-hand; (InterPro:IPR002048); contains InterPro domain FAD-dependent pyridine nucleotide-disulphide oxidoreductase; (InterPro:IPR013027)"
"70","Solyc02g079310.1.1","Equilibrative nucleoside transporter (AHRD V1 **** B9H1Z9_POPTR); contains Interpro domain(s)  IPR002259  Delayed-early response protein/equilibrative nucleoside transporter ","AT4G05120","Encodes an equilibrative nucleoside transporter AtENT3.  Mutations of this locus allow mutants to grow on uridine analogue fluorouridine."
"71","Solyc02g079770.2.1",NA,NA,NA
"72","Solyc02g079780.1.1",NA,NA,NA
"73","Solyc02g081060.2.1",NA,NA,NA
"74","Solyc02g081180.1.1",NA,NA,NA
"75","Solyc02g081560.1.1","Unknown Protein (AHRD V1)","AT5G10695","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G57123.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABD28467.1); contains domain Glucocorticoid receptor-like (DNA-binding domain) (SSF57716)"
"76","Solyc02g081900.2.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KMD0_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT3G57430","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G11290.1); similar to Os04g0118700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052059.1); similar to H0613H07.7 [Oryza sativa (indica cultivar-group)] (GB:CAH66009.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"77","Solyc02g082940.2.1","Os03g0291800 protein (Fragment) (AHRD V1 **-- Q0DSS4_ORYSJ); contains Interpro domain(s)  IPR004253  Protein of unknown function DUF231, plant ","AT2G38320","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G01620.2); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95402.1); similar to Os03g0817500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051701.1); similar to Os11g0107000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065543.1); contains InterPro domain Protein of unknown function DUF231, plant; (InterPro:IPR004253)"
"78","Solyc02g085110.2.1","Laccase (AHRD V1 ***- Q9AUI0_PINTA); contains Interpro domain(s)  IPR017761  Laccase ","AT5G03260","putative laccase,  a member of laccase family of genes (17 members in Arabidopsis)."
"79","Solyc02g085120.2.1","Laccase (AHRD V1 ***- Q9AUI0_PINTA); contains Interpro domain(s)  IPR017761  Laccase ","AT5G03260","putative laccase,  a member of laccase family of genes (17 members in Arabidopsis)."
"80","Solyc02g085290.2.1","Maf-like protein expressed (AHRD V1 ***- Q2R2T0_ORYSJ); contains Interpro domain(s)  IPR003697  Maf-like protein ","AT5G66550","Maf family protein; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G42770.1); similar to Maf-like protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA94173.1); contains InterPro domain Maf-like protein; (InterPro:IPR003697)"
