"","ITAG","SGN_annotation","AGI","gene_name"
"20","Solyc01g102530.2.1","SNARE associated Golgi protein (AHRD V1 *--- B7KHF6_CYAP7); contains Interpro domain(s)  IPR015414  SNARE associated Golgi protein ","AT2G02370","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G12450.1); similar to At2g02370/T16F16.16 [Medicago truncatula] (GB:ABD32921.1); contains domain UNCHARACTERIZED (PTHR12677)"
"21","Solyc01g102870.1.1","LRR receptor-like serine/threonine-protein kinase, RLP","AT1G55610","mutant has Altered vascular cell differentiation; LRR Receptor Kinase"
"22","Solyc01g103170.2.1","Lysine ketoglutarate reductase trans-splicing related 1-like (AHRD V1 ***- Q5JLN0_ORYSJ); contains Interpro domain(s)  IPR007877  Protein of unknown function DUF707 ","AT4G18530","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G11170.1); similar to Protein of unknown function DUF707 [Medicago truncatula] (GB:ABE91850.1); contains InterPro domain Protein of unknown function DUF707; (InterPro:IPR007877)"
"23","Solyc01g103500.2.1",NA,NA,NA
"24","Solyc01g104790.2.1",NA,NA,NA
"25","Solyc01g105520.2.1","DNA replication licensing factor (AHRD V1 **** Q8JGR5_DANRE); contains Interpro domain(s)  IPR001208  DNA-dependent ATPase MCM ","AT2G14050","minichromosome maintenance family protein / MCM family protein; similar to minichromosome maintenance family protein / MCM family protein [Arabidopsis thaliana] (TAIR:AT2G07690.1); similar to Os06g0218500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057158.1); similar to Mcm9 protein [Xenopus laevis] (GB:AAH70720.1); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994); contains InterPro domain MCM; (InterPro:IPR001208); contains InterPro domain AAA ATPase; (InterPro:IPR003593)"
"26","Solyc01g107670.2.1","LRR receptor-like serine/threonine-protein kinase, RLP","AT2G15320","leucine-rich repeat family protein; similar to leucine-rich repeat family protein [Arabidopsis thaliana] (TAIR:AT5G66330.1); similar to Os02g0647300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047577.1); similar to brassinosteroid receptor [Pisum sativum] (GB:BAC99050.1); similar to Os01g0818700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044633.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)"
"27","Solyc01g109470.2.1",NA,NA,NA
"28","Solyc02g005290.2.1",NA,NA,NA
"29","Solyc02g005480.2.1",NA,NA,NA
"30","Solyc02g021060.2.1","Uracil DNA glycosylase family protein (AHRD V1 **** D7L931_ARALY); contains Interpro domain(s)  IPR002043  Uracil-DNA glycosylase ","AT3G18630","uracil DNA glycosylase family protein; similar to uracil DNA N-glycosylase [Arabidopsis thaliana] (TAIR:AT2G10550.1); similar to H0403D02.7 [Oryza sativa (indica cultivar-group)] (GB:CAJ86073.1); similar to Os04g0673400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054232.1); similar to OSJNBa0018M05.3 [Oryza sativa (japonica cultivar-group)] (GB:CAE03228.1); contains InterPro domain Uracil-DNA glycosylase, not poxvirus; (InterPro:IPR003249); contains InterPro domain Uracil-DNA glycosylase; (InterPro:IPR002043); contains InterPro domain Uracil-DNA glycosylase superfamily; (InterPro:IPR005122)"
"31","Solyc02g021260.1.1",NA,NA,NA
"32","Solyc02g043860.2.1","Insulin degrading enzyme (AHRD V1 **-- Q8CGB9_MOUSE); contains Interpro domain(s)  IPR011237  Peptidase M16, core ","AT1G06900","metalloendopeptidase; similar to peptidase M16 family protein / insulinase family protein [Arabidopsis thaliana] (TAIR:AT2G41790.1); similar to PREDICTED: nardilysin (N-ar (GB:XP_001140801.1); similar to Os03g0336300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050040.1); contains InterPro domain Peptidase M16, C-terminal; (InterPro:IPR007863); contains InterPro domain Peptidase M16, zinc-binding site; (InterPro:IPR001431); contains InterPro domain Peptidase M16, N-terminal; (InterPro:IPR011765)"
"33","Solyc02g055370.2.1",NA,NA,NA
"34","Solyc02g061990.2.1",NA,NA,NA
"35","Solyc02g063330.2.1","Serine/threonine protein kinase-like (AHRD V1 *-** Q9FGC3_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT5G37790","protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G66460.1); similar to Protein kinase domain containing protein [Oryza sativa (japonica cultivar-group)] (GB:ABA95941.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"36","Solyc02g063410.2.1","Hydroxyproline-rich glycoprotein (AHRD V1 ***- A9YWR1_MEDTR)","AT5G65660","hydroxyproline-rich glycoprotein family protein; similar to putative AFG1-like ATPase [Oryza sativa (japonica cultivar-group)] (GB:AAO20064.1)"
"37","Solyc02g064990.2.1",NA,NA,NA
"38","Solyc02g067710.1.1",NA,NA,NA
"39","Solyc02g067860.2.1","Aldose 1-epimerase family protein (AHRD V1 **** D7M6K2_ARALY); contains Interpro domain(s)  IPR014718  Glycoside hydrolase-type carbohydrate-binding, subgroup ","AT5G14500","aldose 1-epimerase family protein; similar to aldose 1-epimerase family protein [Arabidopsis thaliana] (TAIR:AT3G01590.1); similar to Galactose mutarotase-like [Medicago truncatula] (GB:ABE86317.1); contains InterPro domain Galactose mutarotase-like; (InterPro:IPR011013); contains InterPro domain Aldose 1-epimerase; (InterPro:IPR008183)"
"40","Solyc02g069390.1.1",NA,NA,NA
"41","Solyc02g070620.2.1",NA,NA,NA
"42","Solyc02g077180.1.1",NA,NA,NA
"43","Solyc02g077190.1.1",NA,NA,NA
"44","Solyc02g077890.2.1",NA,NA,NA
"45","Solyc02g077970.2.1",NA,NA,NA
"46","Solyc02g079790.2.1","POT family domain containing protein expressed (AHRD V1 ***- D8L9H8_WHEAT); contains Interpro domain(s)  IPR007493  Protein of unknown function DUF538 ","AT1G61667","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G54530.1); similar to Os07g0548800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059929.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAC57724.1); contains InterPro domain Protein of unknown function DUF538; (InterPro:IPR007493)"
"47","Solyc02g080520.2.1",NA,NA,NA
"48","Solyc02g081070.2.1","Receptor like kinase, RLK","AT4G22130","kinase; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G53730.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G14350.1); similar to Protein kinase [Medicago truncatula] (GB:ABE82074.1); similar to leucine-rich repeat transmembrane protein kinase 2 [Zea mays] (GB:AAC27895.1); similar to leucine-rich repeat transmembrane protein kinase 1 [Zea mays] (GB:AAC27894.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
"49","Solyc02g082290.2.1",NA,NA,NA
"50","Solyc02g082310.1.1",NA,NA,NA
"51","Solyc02g082400.2.1",NA,NA,NA
"52","Solyc02g083120.1.1",NA,NA,NA
"53","Solyc02g084740.2.1","Cytochrome P450","AT4G36380","Encodes a cytochrome P-450 gene that is involved in leaf blade expansion by controlling polar cell expansion in the leaf length direction. Member of the CYP90C CYP450 family. ROT3 was shown to be involved in brassinosteroid biosynthesis, most likely in the conversion step of typhasterol (TY) to castasterone (CS). As 6-deoxo-CS was unable to restore the phenotype of rot3-1, it has been postulated that ROT3 might be specifically involved in the conversion of TY to CS in the C6-oxidation pathway of brassinolide. Recently, CYP90C1 was shown to catalyse the C-23 hydroxylation of several brassinosteroids (the enzyme has a broad specificity for 22-hydroxylated substrates)."
"54","Solyc02g086270.2.1",NA,NA,NA
"55","Solyc02g086490.2.1","Oleosin (AHRD V1 ***- Q43123_DAUCA); contains Interpro domain(s)  IPR000136  Oleosin ","AT3G01570","glycine-rich protein / oleosin; Identical to Putative oleosin 5 [Arabidopsis Thaliana] (GB:Q9SS98); similar to OLEO2 (OLEOSIN 2) [Arabidopsis thaliana] (TAIR:AT5G40420.1); similar to lipid body membrane protein [Daucus carota] (GB:AAB24078.1); contains InterPro domain Oleosin; (InterPro:IPR000136)"
"56","Solyc02g091710.2.1",NA,NA,NA
"57","Solyc02g093290.2.1","Nicotinate phosphoribosyltransferase-like protein (AHRD V1 **** Q6XQM5_MEDTR); contains Interpro domain(s)  IPR006405  Nicotinate phosphoribosyltransferase putative ","AT2G23420","nicotinate phosphoribosyltransferase family protein / NAPRTase family protein; similar to nicotinate phosphoribosyltransferase [Arabidopsis thaliana] (TAIR:AT4G36940.1); similar to B0222C05.1 [Oryza sativa (indica cultivar-group)] (GB:CAH66393.1); similar to nicotinate phosphoribosyltransferase-like protein [Medicago truncatula] (GB:AAP69614.1); similar to Nicotinate phosphoribosyltransferase related [Medicago truncatula] (GB:ABE93547.1); contains InterPro domain Nicotinate phosphoribosyltransferase related; (InterPro:IPR006405); contains InterPro domain Nicotinate phosphoribosyltransferase and related; (InterPro:IPR007229)"
"58","Solyc03g005660.2.1",NA,NA,NA
"59","Solyc03g005990.2.1","BES1/BZR1 homolog protein 4 (AHRD V1 **-- BEH4_ARATH); contains Interpro domain(s)  IPR008540  BZR1, transcriptional repressor ","AT1G78700","brassinosteroid signalling positive regulator-related; Identical to BES1/BZR1 homolog protein 4 (BEH4) [Arabidopsis Thaliana] (GB:Q9ZV88); similar to brassinosteroid signalling positive regulator-related [Arabidopsis thaliana] (TAIR:AT4G18890.1); similar to Os01g0203000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042330.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAB33003.1); contains InterPro domain BZR1, transcriptional repressor; (InterPro:IPR008540)"
"60","Solyc03g006260.2.1",NA,NA,NA
"61","Solyc03g006640.2.1",NA,NA,NA
"62","Solyc03g006860.2.1","Fructokinase (AHRD V1 **-* O04897_SOLLC); contains Interpro domain(s)  IPR002173  Carbohydrate/puine kinase, PfkB, conserved site ","AT5G51830","pfkB-type carbohydrate kinase family protein; similar to pfkB-type carbohydrate kinase family protein [Arabidopsis thaliana] (TAIR:AT1G66430.1); similar to fructokinase (GB:AAB57733.1); contains InterPro domain PfkB; (InterPro:IPR011611); contains InterPro domain Carbohydrate kinase, PfkB; (InterPro:IPR002173); contains InterPro domain Ribokinase; (InterPro:IPR002139)"
"63","Solyc03g031730.2.1","Beta-glucosidase 47 (AHRD V1 **** D7MEP5_ARALY); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 ","AT4G21760","BGLU47 (Beta-glucosidase 47); hydrolase, hydrolyzing O-glycosyl compounds; similar to BGLU45, hydrolase, hydrolyzing O-glycosyl compounds [Arabidopsis thaliana] (TAIR:AT1G61810.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE77795.1); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)"
"64","Solyc03g031800.2.1","Xyloglucan endotransglucosylase/hydrolase 1 (AHRD V1 **** C0IRG0_9ERIC); contains Interpro domain(s)  IPR016455  Xyloglucan endotransglucosylase/hydrolase ","AT1G11545","xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative; Identical to Probable xyloglucan endotransglucosylase/hydrolase protein 8 precursor (EC 2.4.1.207) (At-XTH8) (XTH-8) (XTH8) [Arabidopsis Thaliana] (GB:Q8L9A9;GB:Q9LPY1); similar to xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative [Arabidopsis thaliana] (TAIR:AT4G37800.1); similar to xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative [Arabidopsis thaliana] (TAIR:AT5G65730.1); similar to putative endoxyloglucan transferase [Oryza sativa (japonica cultivar-group)] (GB:BAC45142.1); contains InterPro domain Beta-glucanase; (InterPro:IPR008264); contains InterPro domain Glycoside hydrolase, family 16, active site; (InterPro:IPR008263); contains InterPro domain Concanavalin A-like lectin/glucanase, subgroup; (InterPro:IPR013320); contains InterPro domain Concanavalin A-like lectin/glucanase; (InterPro:IPR008985); contains InterPro domain Glycoside hydrolase, family 16; (InterPro:IPR000757); contains InterPro domain Xyloglucan endo-transglycosylase, C-terminal; (InterPro:IPR010713)"
"65","Solyc03g032100.1.1",NA,NA,NA
"66","Solyc03g033810.2.1",NA,NA,NA
"67","Solyc03g078640.1.1",NA,NA,NA
"68","Solyc03g078650.2.1","Os12g0581300 protein (Fragment) (AHRD V1 *-*- Q0IMB2_ORYSJ); contains Interpro domain(s)  IPR006873  Protein of unknown function DUF620 ","AT5G05840","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G55720.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAP06886.1); similar to Os03g0267500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049665.1); contains InterPro domain Protein of unknown function DUF620; (InterPro:IPR006873)"
"69","Solyc03g082540.2.1",NA,NA,NA
"70","Solyc03g083960.2.1","Trehalose 6-phosphate phosphatase (AHRD V1 **** D4QAK5_TOBAC); contains Interpro domain(s)  IPR003337  Trehalose-phosphatase ","AT5G51460","homologous to the C-terminal part of microbial trehalose-6-phosphate phosphatases"
"71","Solyc03g095300.2.1","Proline-rich family protein (AHRD V1 **-- D7LFU9_ARALY); contains Interpro domain(s)  IPR000008  C2 calcium-dependent membrane targeting ","AT2G40815",NA
"72","Solyc03g095940.1.1","LOB domain family protein (AHRD V1 ***- D7L9U4_ARALY); contains Interpro domain(s)  IPR004883  Lateral organ boundaries, LOB ","AT3G11090","LOB domain family protein / lateral organ boundaries domain family protein (LBD21); Identical to Putative LOB domain-containing protein 21 (LBD21) [Arabidopsis Thaliana] (GB:Q9SRL8); similar to LOB domain protein 25 / lateral organ boundaries domain protein 25 (LBD25) [Arabidopsis thaliana] (TAIR:AT3G27650.1); similar to Protein of unknown function DUF260 [Medicago truncatula] (GB:ABE91408.1); contains InterPro domain Lateral organ boundaries, LOB; (InterPro:IPR004883); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994)"
"73","Solyc03g097150.2.1","Inositol-tetrakisphosphate 1-kinase 1 (AHRD V1 **** B6TJ44_MAIZE); contains Interpro domain(s)  IPR017427  Inositol-tetrakisphosphate 1-kinase ","AT5G16760","Encodes a inositol 1,3,4-trisphosphate 5/6-kinase."
"74","Solyc03g098490.1.1",NA,NA,NA
"75","Solyc03g098690.1.1",NA,NA,NA
"76","Solyc03g104840.1.1",NA,NA,NA
"77","Solyc03g111100.1.1",NA,NA,NA
"78","Solyc03g111500.2.1",NA,NA,NA
"79","Solyc03g112030.1.1",NA,NA,NA
"80","Solyc03g112120.1.1",NA,NA,NA
"81","Solyc03g112430.1.1",NA,NA,NA
"82","Solyc03g115780.1.1","Exonuclease DNA polymerase III epsilon subunit family (AHRD V1 *-*- C7NIC3_KYTSD); contains Interpro domain(s)  IPR006055  Exonuclease ","AT5G07710","exonuclease family protein; similar to exonuclease family protein [Arabidopsis thaliana] (TAIR:AT5G61390.1); similar to Os10g0407500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064570.1); similar to exonuclease family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABG66074.1); contains InterPro domain Exonuclease; (InterPro:IPR006055); contains InterPro domain Polynucleotidyl transferase, Ribonuclease H fold; (InterPro:IPR012337); contains InterPro domain Exonuclease, RNase T and DNA polymerase III; (InterPro:IPR013520)"
"83","Solyc03g116520.1.1",NA,NA,NA
"84","Solyc03g116830.2.1",NA,NA,NA
"85","Solyc03g117660.2.1",NA,NA,NA
"86","Solyc03g119180.1.1",NA,NA,NA
"87","Solyc04g005560.2.1","Guanine nucleotide exchange factor-like protein (AHRD V1 **-- Q9LZX8_ARATH); contains Interpro domain(s)  IPR000904  SEC7-like ","AT1G13980","Encodes a GDP/GTP exchange factor for small G-proteins of the ADP ribosylation factor (RAF) class, and as regulator of intracellular trafficking. Homologous to Sec7p and YEC2 from yeast. Involved in the specification of apical-basal pattern formation. Essential for cell division, expansion and adhesion."
"88","Solyc04g005790.2.1","Peptide transporter-like protein (AHRD V1 **-* Q9LSE8_ARATH); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ","AT1G69850","Encodes an inducible component of low-affinity nitrate uptake. mRNA found primarily in root hairs and the epidermis of roots."
"89","Solyc04g006960.2.1","ABC transporter G family member 14 (AHRD V1 ***- AB14G_ARATH); contains Interpro domain(s)  IPR013525  ABC-2 type transporter ","AT3G25620","ABC transporter family protein; Identical to White-brown complex homolog protein 21 (WBC21) [Arabidopsis Thaliana] (GB:Q7XA72;GB:Q9LI82); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT1G31770.1); similar to ABC transporter-like protein [Brassica rapa] (GB:ABB97034.1); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"90","Solyc04g006970.2.1","Phosphoenolpyruvate carboxylase (AHRD V1 **** A6YM33_RICCO); contains Interpro domain(s)  IPR015813  Pyruvate/Phosphoenolpyruvate kinase, catalytic core ","AT1G68750","Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins."
"91","Solyc04g007520.2.1","Phosphatidylserine synthase 2 (AHRD V1 ***- B6TFK2_MAIZE); contains Interpro domain(s)  IPR004277  Phosphatidyl serine synthase ","AT1G15110","phosphatidyl serine synthase family protein; similar to Os01g0118300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001041859.1); similar to phosphatidylserine synthase [Dictyostelium discoideum AX4] (GB:XP_001134578.1); similar to Os05g0554400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056269.1); contains InterPro domain Phosphatidyl serine synthase; (InterPro:IPR004277)"
"92","Solyc04g008850.1.1","Aspartic proteinase nepenthesin-1 (AHRD V1 **-- C0JA97_9ORYZ); contains Interpro domain(s)  IPR001461  Peptidase A1 ","AT3G20015","pepsin A; similar to aspartyl protease family protein [Arabidopsis thaliana] (TAIR:AT3G18490.1); similar to H0402C08.5 [Oryza sativa (indica cultivar-group)] (GB:CAJ86229.1); contains InterPro domain Peptidase A1, pepsin; (InterPro:IPR001461); contains InterPro domain Peptidase aspartic, catalytic; (InterPro:IPR009007)"
"93","Solyc04g010040.2.1",NA,NA,NA
"94","Solyc04g011540.2.1","Elicitor-responsive protein 1 (AHRD V1 **-- B6T411_MAIZE); contains Interpro domain(s)  IPR018029  C2 membrane targeting protein ","AT3G55470","C2 domain-containing protein; similar to C2 domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G63220.1); similar to Os-FIERG2 gene product [Oryza sativa] (GB:AAC04628.1); contains InterPro domain C2; (InterPro:IPR000008); contains InterPro domain C2 calcium/lipid-binding region, CaLB; (InterPro:IPR008973)"
"95","Solyc04g047720.2.1","Unknown Protein (AHRD V1)","AT1G65270","similar to Unknown (protein for IMAGE:6863324) [Xenopus laevis] (GB:AAH84304.1); similar to Unknown (protein for IMAGE:8320811) [Xenopus laevis] (GB:AAI24845.1); similar to Os11g0264600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067654.1)"
"96","Solyc04g049920.2.1","RNA binding protein-like (AHRD V1 **-- Q8LFQ5_ARATH); contains Interpro domain(s)  IPR000504  RNA recognition motif, RNP-1 ","AT3G54770","RNA binding; similar to RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT1G20880.1); similar to Os03g0286500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049774.1); similar to Hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAO16994.1); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain RNA-binding region RNP-1 (RNA recognition motif); (InterPro:IPR000504)"
"97","Solyc04g051540.2.1",NA,NA,NA
"98","Solyc04g054800.2.1",NA,NA,NA
"99","Solyc04g070970.2.1","ABC transporter G family member 22 (AHRD V1 **** AB22G_ARATH); contains Interpro domain(s)  IPR003439  ABC transporter-like ","AT5G06530","ABC transporter family protein; Identical to White-brown complex homolog protein 23 (WBC23) [Arabidopsis Thaliana] (GB:Q93YS4;GB:Q94EX0;GB:Q9FG17); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT3G52310.1); similar to Putative ABC transporter [Oryza sativa (japonica cultivar-group)] (GB:AAM51832.1); similar to Os03g0157400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049014.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"100","Solyc04g072550.1.1",NA,NA,NA
"101","Solyc04g073950.1.1",NA,NA,NA
"102","Solyc04g074880.2.1",NA,NA,NA
"103","Solyc04g077210.2.1","Knotted-like homeobox protein (AHRD V1 ***- Q49RB7_POPTO); contains Interpro domain(s)  IPR005541  KNOX2 ","AT4G08150","A member of class I knotted1-like homeobox gene family (together with KNAT2). Similar to the knotted1 (kn1) homeobox gene of maize. Normally expressed in the peripheral and rib zone of shoot apical meristem but not in the leaf primordia. It is also expressed in the fourth floral whorl, in the region that would become style, particularly in the cell surrounding the transmitting tissue. No expression was detected in the first three floral whorls. Expression is repressed by auxin and AS1 which results in the promotion of leaf fate."
"104","Solyc04g077720.1.1","Nucleobase ascorbate transporter (AHRD V1 **-* B9HJR9_POPTR); contains Interpro domain(s)  IPR006043  Xanthine/uracil/vitamin C permease ","AT1G65550","xanthine/uracil permease family protein; Identical to Putative nucleobase-ascorbate transporter 10 (AtNAT10) (NAT10) [Arabidopsis Thaliana] (GB:O04472); similar to xanthine/uracil permease family protein [Arabidopsis thaliana] (TAIR:AT5G25420.1); similar to root uracil permease 1 [Oryza sativa (japonica cultivar-group)] (GB:CAJ84113.1); similar to Os02g0741800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048084.1); contains InterPro domain Xanthine/uracil/vitamin C permease; (InterPro:IPR006043)"
"105","Solyc04g078650.2.1","WUSCHEL-related homeobox-containing protein 4 (AHRD V1 ***- C0LAL8_9MAGN); contains Interpro domain(s)  IPR001356  Homeobox ","AT1G46480","homeobox-leucine zipper transcription factor family protein; Identical to WUSCHEL-related homeobox 4 (WOX4) [Arabidopsis Thaliana] (GB:Q6X7J9;GB:Q9C632); similar to transcription factor [Arabidopsis thaliana] (TAIR:AT3G18010.1); similar to Homeobox domain, putative [Medicago truncatula] (GB:ABE89615.1); contains InterPro domain Homeodomain-related; (InterPro:IPR012287); contains InterPro domain Homeobox; (InterPro:IPR001356); contains InterPro domain Homeodomain-like; (InterPro:IPR009057)"
"106","Solyc04g079570.1.1",NA,NA,NA
"107","Solyc04g081560.2.1",NA,NA,NA
"108","Solyc04g082810.2.1",NA,NA,NA
