"","ITAG","SGN_annotation","AGI","gene_name"
"19","Solyc01g096750.1.1","Argonaute 4-like protein (AHRD V1 ***- D5FQ91_PELHO); contains Interpro domain(s)  IPR003165  Stem cell self-renewal protein Piwi ","AT2G27040","AGO4 (ARGONAUTE 4); similar to PAZ domain-containing protein / piwi domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G21030.1); similar to PAZ domain-containing protein / piwi domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G21150.1); similar to PAZ domain-containing protein / piwi domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G32940.1); similar to AGO4-2 [Nicotiana benthamiana] (GB:ABC61505.1); similar to Argonaute and Dicer protein, PAZ; Stem cell self-renewal protein Piwi [Medicago truncatula] (GB:ABE82627.1); similar to AGO4-1 [Nicotiana benthamiana] (GB:ABC61504.1); contains InterPro domain Argonaute and Dicer protein, PAZ; (InterPro:IPR003100); contains InterPro domain Stem cell self-renewal protein Piwi; (InterPro:IPR003165)"
"20","Solyc01g097510.2.1","Annexin 3 (AHRD V1 ***- A9X4R3_BRAJU); contains Interpro domain(s)  IPR015472  Annexin like protein  IPR001464  Annexin ","AT2G38760","Annexins are calcium binding proteins that are localized in the cytoplasm. When cytosolic Ca2+ increases, they relocate to the plasma membrane."
"21","Solyc01g097520.2.1","Annexin 11 (AHRD V1 ***- D6QX28_SOYBN); contains Interpro domain(s)  IPR009118  Annexin, type plant ","AT2G38750","Annexins are a family of calcium dependent membrane binding proteins though to be involved in Golgi mediated secretion. This is one of four annexins identified in Arabidopsis."
"22","Solyc01g098510.2.1",NA,NA,NA
"23","Solyc01g100010.2.1",NA,NA,NA
"24","Solyc01g105450.2.1","ABC transporter G family member 11 (AHRD V1 ***- AB11G_ARATH); contains Interpro domain(s)  IPR013525  ABC-2 type transporter ","AT1G17840","ABC transporter family protein; Identical to White-brown complex homolog protein 11 (WBC11) [Arabidopsis Thaliana] (GB:Q8RXN0;GB:Q9LMU4); similar to CER5 (ECERIFERUM 5), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G51500.1); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT1G51460.1); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT3G21090.1); similar to Os10g0494300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064944.1); similar to ABC transporter [Gossypium hirsutum] (GB:AAP80385.1); similar to Os04g0528300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053375.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"25","Solyc01g105500.2.1",NA,NA,NA
"26","Solyc01g108590.1.1",NA,NA,NA
"27","Solyc01g109150.2.1",NA,NA,NA
"28","Solyc02g014500.1.1",NA,NA,NA
"29","Solyc02g020920.1.1",NA,NA,NA
"30","Solyc02g022850.1.1","FAD-binding domain-containing protein (AHRD V1 **-- D7MFH8_ARALY); contains Interpro domain(s)  IPR006094  FAD linked oxidase, N-terminal ","AT4G20840","FAD-binding domain-containing protein; similar to ATSEC1A, electron carrier [Arabidopsis thaliana] (TAIR:AT1G01980.1); similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G20830.2); similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G30740.1); similar to Berberine and berberine like, putative [Medicago truncatula] (GB:ABE90038.1); similar to Berberine and berberine like, putative [Medicago truncatula] (GB:ABE90036.1); contains InterPro domain FAD linked oxidase, N-terminal; (InterPro:IPR006094); contains InterPro domain Berberine/berberine-like; (InterPro:IPR012951)"
"31","Solyc02g063440.2.1",NA,NA,NA
"32","Solyc02g069220.1.1",NA,NA,NA
"33","Solyc02g071700.2.1",NA,NA,NA
"34","Solyc02g071720.2.1",NA,NA,NA
"35","Solyc02g078110.1.1",NA,NA,NA
"36","Solyc02g082170.1.1","Purine permease (AHRD V1 *--* B6TET5_MAIZE); contains Interpro domain(s)  IPR004853  Protein of unknown function DUF250 ","AT1G30840","Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane."
"37","Solyc02g083880.2.1",NA,NA,NA
"38","Solyc02g083950.2.1",NA,NA,NA
"39","Solyc02g084330.2.1",NA,NA,NA
"40","Solyc02g084910.2.1","26S protease regulatory subunit 6B homolog (AHRD V1 *--- PRS6B_ENCCU); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core ","AT5G17760","AAA-type ATPase family protein; similar to AAA-type ATPase family protein [Arabidopsis thaliana] (TAIR:AT5G17740.1); similar to putative AAA-type ATPase [Oryza sativa (japonica cultivar-group)] (GB:AAT37997.1); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"41","Solyc02g085380.2.1","Integral membrane protein (AHRD V1 **-- A8JE84_CHLRE); contains Interpro domain(s)  IPR007462  Protein of unknown function DUF502 ","AT2G18460","LCV3 (LIKE COV 3); similar to COV1 (CONTINUOUS VASCULAR RING) [Arabidopsis thaliana] (TAIR:AT2G20120.1); similar to Os05g0529000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056119.1); similar to Os02g0269000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046515.1); similar to membrane protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA98496.1); contains InterPro domain Protein of unknown function DUF502; (InterPro:IPR007462)"
"42","Solyc02g086010.1.1",NA,NA,NA
"43","Solyc02g089210.2.1",NA,NA,NA
"44","Solyc02g089460.1.1",NA,NA,NA
"45","Solyc02g090490.2.1","Patatin-like protein 3 (AHRD V1 ***- Q9FZ08_TOBAC); contains Interpro domain(s)  IPR002641  Patatin ","AT4G37050","PLA V/PLP4 (Patatin-like protein 4); nutrient reservoir; similar to PLA IVA/PLP1, nutrient reservoir [Arabidopsis thaliana] (TAIR:AT4G37070.2); similar to patatin-like protein 1 [Nicotiana tabacum] (GB:AAF98368.1); contains InterPro domain Patatin; (InterPro:IPR002641)"
"46","Solyc02g093070.2.1","2OG-Fe(II) oxygenase (AHRD V1 **-- Q09B48_STIAU); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase ","AT3G50210","2-oxoacid-dependent oxidase, putative; similar to DIN11 (DARK INDUCIBLE 11), oxidoreductase [Arabidopsis thaliana] (TAIR:AT3G49620.1); similar to 2-oxoacid-dependent oxidase, putative [Arabidopsis thaliana] (TAIR:AT3G49630.1); similar to putative flavonol synthase-like protein [Euphorbia esula] (GB:AAF34802.1); contains InterPro domain 2OG-Fe(II) oxygenase; (InterPro:IPR005123)"
"47","Solyc03g006370.2.1",NA,NA,NA
"48","Solyc03g006390.1.1",NA,NA,NA
"49","Solyc03g006620.2.1",NA,NA,NA
"50","Solyc03g006830.2.1",NA,NA,NA
"51","Solyc03g007230.2.1",NA,NA,NA
"52","Solyc03g044050.1.1",NA,NA,NA
"53","Solyc03g045130.1.1",NA,NA,NA
"54","Solyc03g051780.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L1I2_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT3G13770","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G24000.1); similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G57430.1); similar to Os06g0613100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058069.1); similar to PPR986-12 [Physcomitrella patens] (GB:BAD67155.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"55","Solyc03g082840.2.1",NA,NA,NA
"56","Solyc03g093450.2.1","Receptor-like protein kinase (AHRD V1 **** Q9FZP2_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT4G25160","protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G61550.1); similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G61560.1); similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G51270.1); similar to U-box domain containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF93477.1); similar to Os10g0561500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065387.1); similar to Os06g0140800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056754.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain UspA; (InterPro:IPR006016); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain U box; (InterPro:IPR003613)"
"57","Solyc03g093620.1.1",NA,NA,NA
"58","Solyc03g098710.1.1",NA,NA,NA
"59","Solyc03g098720.2.1",NA,NA,NA
"60","Solyc03g112590.2.1","Cell division protease ftsH homolog (AHRD V1 *--- FTSH_ODOSI); contains Interpro domain(s)  IPR005938  ATPase, AAA-type, CDC48 ","AT5G03340","(Cell division control protein 48 homolog E); ATPase; Identical to Cell division control protein 48 homolog E (AtCDC48e) (Transitional endoplasmic reticulum ATPase E) (CDC48E) [Arabidopsis Thaliana] (GB:Q9LZF6); similar to cell division cycle protein 48, putative / CDC48, putative [Arabidopsis thaliana] (TAIR:AT3G53230.1); similar to CDC48 (CELL DIVISION CYCLE 48), ATPase [Arabidopsis thaliana] (TAIR:AT3G09840.1); similar to putative spindle disassembly related protein CDC48 [Nicotiana tabacum] (GB:ABF59516.1); similar to Cell division cycle protein 48 homolog (Valosin-containing protein homolog) (VCP) (GB:P54774); similar to Cell division cycle protein 48, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:AAP53974.2); contains InterPro domain Aspartate decarboxylase-like fold; (InterPro:IPR009010); contains InterPro domain AAA-protein subdomain; (InterPro:IPR003960); contains InterPro domain AAA ATPase, CDC48; (InterPro:IPR005938); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase VAT, N-terminal; (InterPro:IPR003338); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"61","Solyc03g113120.2.1",NA,NA,NA
"62","Solyc03g113970.2.1",NA,NA,NA
"63","Solyc03g114830.2.1","MADS box transcription factor (AHRD V1 ***- Q9SBQ1_PETHY); contains Interpro domain(s)  IPR002487  Transcription factor, K-box ","AT5G60910","MADS box gene negatively regulated  by APETALA1"
"64","Solyc03g120360.1.1",NA,NA,NA
"65","Solyc03g120990.2.1","Malic enzyme (AHRD V1 ***- O04935_SOLLC); contains Interpro domain(s)  IPR012302  Malic enzyme, NAD-binding ","AT1G79750","The malic enzyme (EC 1.1.1.40) encoded by AtNADP-ME4 is localized to chloroplasts. The gene is expressed throughout the whole plant and during embryogenesis and germination. A possible involvement in the fatty acid biosynthesis has been proposed."
"66","Solyc03g121790.2.1",NA,NA,NA
"67","Solyc03g122340.2.1","Lipoxygenase (AHRD V1 **** Q96574_SOLLC); contains Interpro domain(s)  IPR001246  Lipoxygenase, plant ","AT1G17420","Lipoxygenase"
"68","Solyc04g008330.1.1",NA,NA,NA
"69","Solyc04g010320.1.1",NA,NA,NA
"70","Solyc04g014730.2.1","Fumarylacetoacetase (AHRD V1 **** Q2HT34_MEDTR); contains Interpro domain(s)  IPR005959  Fumarylacetoacetase ","AT1G12050","fumarylacetoacetase, putative; similar to fumarylacetoacetase [Medicago truncatula] (GB:ABD33010.1); similar to Os02g0196800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046195.1); contains InterPro domain Fumarylacetoacetate (FAA) hydrolase; (InterPro:IPR002529); contains InterPro domain Fumarylacetoacetase; (InterPro:IPR005959)"
"71","Solyc04g014950.2.1","Glycosyltransferase sugar-binding region containing DXD motif Alpha 1 4-glycosyltransferase conserved region (AHRD V1 **-- Q2MGS1_MEDTR); contains Interpro domain(s)  IPR007577  Glycosyltransferase sugar-binding region containing DXD motif ","AT4G19900","glycosyl transferase-related; similar to EMB2745 (EMBRYO DEFECTIVE 2745), binding [Arabidopsis thaliana] (TAIR:AT5G39710.1); similar to Glycosyltransferase sugar-binding re (GB:ABC75355.1); similar to Os11g0607100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068255.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Glycosyltransferase sugar-binding region containing DXD motif; (InterPro:IPR007577); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990); contains InterPro domain Alpha 1,4-glycosyltransferase conserved region; (InterPro:IPR007652)"
"72","Solyc04g016000.2.1",NA,NA,NA
"73","Solyc04g054990.2.1",NA,NA,NA
"74","Solyc04g055230.1.1",NA,NA,NA
"75","Solyc04g055260.2.1",NA,NA,NA
"76","Solyc04g064620.2.1","RAG1-activating protein 1 homolog (AHRD V1 **-- R1AP1_DROPS); contains Interpro domain(s)  IPR018179  RAG1-activating protein 1 homologue ","AT1G21460","nodulin MtN3 family protein; similar to nodulin MtN3 family protein [Arabidopsis thaliana] (TAIR:AT4G10850.1); similar to Os05g0426000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055599.1); similar to senescence-associated protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAB92465.1); similar to Os01g0881300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044998.1); contains InterPro domain MtN3 and saliva related transmembrane protein; (InterPro:IPR004316)"
"77","Solyc04g071800.2.1",NA,NA,NA
"78","Solyc04g072030.1.1","Interferon-induced GTP-binding protein Mx (Fragment) (AHRD V1 *--- MX_PERFL); contains Interpro domain(s)  IPR015577  Interferon-induced Mx protein ","AT1G60500","dynamin family protein; similar to dynamin family protein [Arabidopsis thaliana] (TAIR:AT1G60530.1); similar to OSIGBa0103I21.1 [Oryza sativa (indica cultivar-group)] (GB:CAH65868.1); similar to Os03g0260000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049617.1); similar to Dynamin central re (GB:ABE80642.1); contains InterPro domain Dynamin GTPase effector; (InterPro:IPR003130); contains InterPro domain Dynamin central region; (InterPro:IPR000375); contains InterPro domain Dynamin; (InterPro:IPR001401)"
"79","Solyc04g074380.2.1","UDP-glucuronosyltransferase (AHRD V1 **-* Q5UB81_ARATH); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ","AT1G22380","transcription factor/ transferase, transferring glycosyl groups; similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT1G22360.1); similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT1G22340.1); similar to UGT85A1 (UDP-glucosyl transferase 85A1), UDP-glycosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups [Arabidopsis thaliana] (TAIR:AT1G22400.1); similar to glycosyltransferase NTGT5b [Nicotiana tabacum] (GB:BAD93690.1); similar to glycosyltransferase NTGT5a [Nicotiana tabacum] (GB:BAD93689.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)"
"80","Solyc04g074770.2.1",NA,NA,NA
"81","Solyc04g077990.2.1",NA,NA,NA
"82","Solyc04g081630.1.1",NA,NA,NA
"83","Solyc04g082030.1.1",NA,NA,NA
"84","Solyc05g005150.1.1",NA,NA,NA
"85","Solyc05g007950.2.1","Ribonuclease T2 (AHRD V1 ***- Q6A3R1_SOLLC); contains Interpro domain(s)  IPR001568  Ribonuclease T2 ","AT2G02990","member of the ribonuclease T2 family, responds to inorganic phosphate starvation, and inhibits production of anthocyanin.  Also involved in wound-induced signaling independent of jasmonic acid."
"86","Solyc05g012240.1.1",NA,NA,NA
"87","Solyc05g012490.1.1",NA,NA,NA
"88","Solyc05g013330.2.1",NA,NA,NA
"89","Solyc05g013470.2.1","Multidrug resistance protein mdtK (AHRD V1 **-- MDTK_YERP3); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE ","AT3G26590","MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G12950.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G38030.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G23300.1); similar to integral membrane protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87151.1); similar to Os08g0550200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062445.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"90","Solyc05g015440.1.1",NA,NA,NA
"91","Solyc05g047580.2.1","Lanosterol synthase (AHRD V1 **** Q1ERD3_LOTJA); contains Interpro domain(s)  IPR018333  Squalene cyclase ","AT2G07050","Involved in the biosynthesis of brassinosteroids. Catalyzes the reaction from epoxysqualene to cycloartenol."
"92","Solyc05g047640.2.1","Palmitoyltransferase PFA4 (AHRD V1 ***- B6TA04_MAIZE); contains Interpro domain(s)  IPR001594  Zinc finger, DHHC-type ","AT4G00840","zinc ion binding; similar to zinc finger (DHHC type) family protein [Arabidopsis thaliana] (TAIR:AT3G60800.1); similar to Zinc finger, DHHC-type [Medicago truncatula] (GB:ABE93522.1); contains InterPro domain Zinc finger, DHHC-type; (InterPro:IPR001594)"
"93","Solyc05g051970.2.1","cDNA clone J033025P19 full insert sequence (AHRD V1 ***- B7ERC6_ORYSJ)","AT4G39860","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G78150.2); similar to TPA: TPA_inf: HN1-like protein isoform 1 [Oryza sativa (japonica cultivar-group)] (GB:DAA01822.1); similar to Os04g0455600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052962.1); similar to Os02g0574600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047207.1)"
"94","Solyc05g052680.1.1","Hydroxycinnamoyl transferase (AHRD V1 **-* D2XJ64_9MAGN); contains Interpro domain(s)  IPR003480  Transferase ","AT2G39980","transferase family protein; similar to transferase family protein [Arabidopsis thaliana] (TAIR:AT5G01210.1); similar to AER [Nicotiana tabacum] (GB:AAM73656.1); contains InterPro domain Transferase; (InterPro:IPR003480)"
"95","Solyc06g008450.2.1",NA,NA,NA
"96","Solyc06g010170.2.1","Lysine ketoglutarate reductase trans-splicing related 1 (AHRD V1 ***- B6TPP1_MAIZE); contains Interpro domain(s)  IPR007877  Protein of unknown function DUF707 ","AT2G28310","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G08040.2); similar to Protein of unknown function DUF707 [Medicago truncatula] (GB:ABE91787.1); contains InterPro domain Protein of unknown function DUF707; (InterPro:IPR007877)"
"97","Solyc06g050540.1.1",NA,NA,NA
"98","Solyc06g050800.2.1","Amino acid transporter (AHRD V1 **** B9HYI5_POPTR); contains Interpro domain(s)  IPR013057  Amino acid transporter, transmembrane ","AT3G56200","amino acid transporter family protein; similar to amino acid transporter family protein [Arabidopsis thaliana] (TAIR:AT2G40420.1); similar to Amino acid/polyamine transporter II [Medicago truncatula] (GB:ABE86055.1); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"
"99","Solyc06g051170.2.1","RNA-dependent RNA polymerase family protein (AHRD V1 ***- D7L6F2_ARALY); contains Interpro domain(s)  IPR007855  RNA-dependent RNA polymerase, eukaryotic-type ","AT2G19930","RNA-dependent RNA polymerase family protein; similar to RNA-dependent RNA polymerase family protein [Arabidopsis thaliana] (TAIR:AT2G19920.1); similar to RNA-dependent RNA polymerase family protein [Arabidopsis thaliana] (TAIR:AT2G19910.1); similar to Os01g0198000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042304.1); similar to RNA-directed RNA polymerase [Petunia x hybrida] (GB:CAA09896.1); similar to Os01g0197900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042303.1); contains InterPro domain RNA dependent RNA polymerase; (InterPro:IPR007855)"
"100","Solyc06g051940.2.1",NA,NA,NA
"101","Solyc06g053610.2.1",NA,NA,NA
"102","Solyc06g068370.2.1",NA,NA,NA
"103","Solyc06g069430.2.1","MADS box transcription factor (AHRD V1 ***- Q9SBQ1_PETHY); contains Interpro domain(s)  IPR002487  Transcription factor, K-box ","AT5G60910","MADS box gene negatively regulated  by APETALA1"
"104","Solyc06g069550.1.1","UDP-D-glucose dehydrogenase (AHRD V1 **** D2WK27_GOSHI); contains Interpro domain(s)  IPR014028  UDP-glucose/GDP-mannose dehydrogenase, dimerisation and substrate-binding ","AT3G29360","UDP-glucose 6-dehydrogenase, putative; similar to ATUGD1/UGD1 (UDP-glucose dehydrogenase 1), UDP-glucose 6-dehydrogenase [Arabidopsis thaliana] (TAIR:AT1G26570.1); similar to UDP-glucose 6-dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT5G39320.1); similar to UDP-glucose 6-dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT5G15490.1); similar to UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (GB:Q96558); similar to UDP-glucose dehydrogenase [Cinnamomum osmophloeum] (GB:AAR84297.1); similar to putative UDP-glucose dehydrogenase 1 [Nicotiana tabacum] (GB:AAT40105.1); contains InterPro domain UDP-glucose/GDP-mannose dehydrogenase; (InterPro:IPR001732); contains InterPro domain 6-phosphogluconate dehydrogenase, C-terminal-like; (InterPro:IPR008927)"
"105","Solyc06g073750.2.1","Beta-D-glucosidase (AHRD V1 ***- Q7XAS3_GOSHI); contains Interpro domain(s)  IPR001764  Glycoside hydrolase, family 3, N-terminal ","AT5G20950","glycosyl hydrolase family 3 protein; similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT3G62710.1); similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT5G20940.1); similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT5G04885.1); similar to beta-D-glucan exohydrolase [Nicotiana tabacum] (GB:BAA33065.1); similar to beta-D-glucosidase [Tropaeolum majus] (GB:CAA07070.1); similar to beta-D-glucosidase [Gossypium hirsutum] (GB:AAQ17461.1); contains InterPro domain Glycoside hydrolase, family 3, C-terminal; (InterPro:IPR002772); contains InterPro domain Glycoside hydrolase, family 3, N-terminal; (InterPro:IPR001764)"
"106","Solyc06g074170.2.1",NA,NA,NA
"107","Solyc06g074350.2.1","self-pruning","AT2G27550","encodes a protein similar to TFL1. overexpression leads to similar phenotype as TFL1 overexpression. expressed specifically in the hypocotyl and null mutation does not result in phenotypes exhibited by TFL1 null mutations."
"108","Solyc06g074940.2.1","ATP-binding cassette protein (AHRD V1 ***- Q5A2T2_CANAL); contains Interpro domain(s)  IPR003439  ABC transporter-like ","AT5G60790","member of GCN subfamily"
"109","Solyc06g074950.1.1",NA,NA,NA
"110","Solyc06g075690.2.1","Auxin-regulated protein (AHRD V1 ***- Q945F5_SOLLC); contains Interpro domain(s)  IPR010369  Protein of unknown function DUF966 ","AT5G59790","similar to signal transducer [Arabidopsis thaliana] (TAIR:AT3G46110.1); similar to auxin-regulated protein [Lycopersicon esculentum] (GB:AAL08561.1); contains InterPro domain Protein of unknown function DUF966; (InterPro:IPR010369)"
