"","ITAG","SGN_annotation","AGI","gene_name"
"56","Solyc04g051610.2.1","Violaxanthin de-epoxidase-related protein (AHRD V1 ***- A8J136_CHLRE)","AT2G21860","violaxanthin de-epoxidase-related; similar to NPQ1 (NON-PHOTOCHEMICAL QUENCHING 1) [Arabidopsis thaliana] (TAIR:AT1G08550.2); similar to Os01g0716400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044070.1); similar to hypothetical protein MtrDRAFT_AC155898g25v1 [Medicago truncatula] (GB:ABE87708.1); contains InterPro domain Calycin-like; (InterPro:IPR011038)"
"57","Solyc04g063200.1.1",NA,NA,NA
"58","Solyc04g072890.2.1","WD-40 repeat family protein (AHRD V1 **-- D7KN06_ARALY); contains Interpro domain(s)  IPR017986  WD40 repeat, region ","AT1G78070","WD-40 repeat family protein; similar to WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT1G36070.1); similar to WD domain, G-beta repeat containing protein [Oryza sativa (japonica cultivar-group)] (GB:AAT85309.1)"
"59","Solyc04g078200.2.1",NA,NA,NA
"60","Solyc04g078800.2.1",NA,NA,NA
"61","Solyc05g005460.2.1","Nucleoredoxin 2 (AHRD V1 *--- A8I9J4_CHLRE); contains Interpro domain(s)  IPR000866  Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen ","AT1G60420","DC1 domain-containing protein; similar to electron carrier [Arabidopsis thaliana] (TAIR:AT4G31240.2); similar to PDI-like protein [Zea mays] (GB:AAD04231.1); similar to protein disulfide isomerase (PDI)-like protein 3 [Cucumis melo] (GB:AAU04767.1); similar to protein disulfide isomerase (PDI)-like protein 2 [Cucumis melo] (GB:AAU04766.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Redoxin; (InterPro:IPR013740); contains InterPro domain Thioredoxin-related; (InterPro:IPR006662); contains InterPro domain Thioredoxin domain 2; (InterPro:IPR006663); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Thioredoxin-like; (InterPro:IPR011594); contains InterPro domain C1-like; (InterPro:IPR011424)"
"62","Solyc05g005970.2.1",NA,NA,NA
"63","Solyc05g006620.2.1",NA,NA,NA
"64","Solyc05g007600.1.1",NA,NA,NA
"65","Solyc05g008020.2.1","Mitogen-activated protein kinase (AHRD V1 **** A9RAB3_WHEAT); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT1G73670","member of MAP Kinase"
"66","Solyc05g008240.2.1",NA,NA,NA
"67","Solyc05g009430.2.1","Endonuclease (AHRD V1 **** A5A339_SOYBN); contains Interpro domain(s)  IPR003154  S1/P1 nuclease ","AT1G68290","bifunctional nuclease, putative; similar to bifunctional nuclease, putative [Arabidopsis thaliana] (TAIR:AT4G21585.1); similar to bifunctional nuclease [Zinnia elegans] (GB:AAD00694.1); contains InterPro domain Phospholipase C/P1 nuclease; (InterPro:IPR008947); contains InterPro domain S1/P1 nuclease; (InterPro:IPR003154)"
"68","Solyc05g011960.2.1",NA,NA,NA
"69","Solyc05g011970.2.1",NA,NA,NA
"70","Solyc05g050130.2.1","Acidic chitinase (AHRD V1 **-- Q71HN4_FICAW); contains Interpro domain(s)  IPR001223  Glycoside hydrolase, family 18, catalytic domain ","AT5G24090","acidic endochitinase (CHIB1); Identical to Acidic endochitinase precursor (EC 3.2.1.14) (CHIB1) [Arabidopsis Thaliana] (GB:O22072;GB:O22073;GB:O24614;GB:Q5HYZ8); similar to acidic endochitinase (GB:AAA32768.1); contains InterPro domain Glycoside hydrolase, chitinase active site; (InterPro:IPR001579); contains InterPro domain Glycoside hydrolase, family 18; (InterPro:IPR001223)"
"71","Solyc05g050360.2.1","Cyclic nucleotide gated channel (AHRD V1 **** A9CRE4_MALDO); contains Interpro domain(s)  IPR000595  Cyclic nucleotide-binding ","AT5G53130","member of Cyclic nucleotide gated channel family"
"72","Solyc05g053400.1.1",NA,NA,NA
"73","Solyc06g009890.1.1",NA,NA,NA
"74","Solyc06g050500.2.1",NA,NA,NA
"75","Solyc06g053250.1.1",NA,NA,NA
"76","Solyc06g062370.2.1",NA,NA,NA
"77","Solyc06g083900.2.1","Myb-related transcription factor (AHRD V1 **-* B2CZJ1_CAPAN); contains Interpro domain(s)  IPR015495  Myb transcription factor ","AT1G06180","member of MYB3R- and R2R3- type MYB- encoding genes"
"78","Solyc07g006570.2.1",NA,NA,NA
"79","Solyc07g006890.1.1",NA,NA,NA
"80","Solyc07g007250.2.1",NA,NA,NA
"81","Solyc07g017610.2.1","Saccharopine dehydrogenase (NAD(+) L-glutamate-forming) (AHRD V1 *-** C7PUW7_CHIPD); contains Interpro domain(s)  IPR005097  Saccharopine dehydrogenase ","AT4G33150","LKR (SACCHAROPINE DEHYDROGENASE); Identical to Alpha-aminoadipic semialdehyde synthase (LKR/SDH) (cAt-LKR/SDH) [Includes: Lysine ketoglutarate reductase (EC 1.5.1.8) (LKR); Saccharopine dehydrogenase (EC 1.5.1.9) (SDH) (cAt-SDH)] (LKR/SDH) [Arabidopsis Thaliana] (GB:Q9SMZ4;GB:O04155;GB:O04156;GB:O04884;GB:Q7DM71;GB:Q947M5;GB:Q94BT4); similar to bifunctional lysine-ketoglutarate reductase/saccharopine dehydrogenase [Gossypium hirsutum] (GB:AAN14410.1); similar to lysine ketoglutarate reductase/saccharopine dehydrogenase biofunctional enzyme [Zizania latifolia] (GB:ABF18958.1); similar to lysine ketoglutarate reductase/saccharopine dehydrogenase [Zea mays] (GB:AAG21985.1); contains InterPro domain Alanine dehydrogenase/PNT, C-terminal; (InterPro:IPR007698); contains InterPro domain Saccharopine dehydrogenase; (InterPro:IPR005097); contains InterPro domain LOR/SDH bifunctional enzyme conserved region; (InterPro:IPR007545); contains InterPro domain Alanine dehydrogenase/PNT, N-terminal; (InterPro:IPR007886)"
"82","Solyc07g018180.1.1",NA,NA,NA
"83","Solyc07g056500.2.1","Glutathione transferase (AHRD V1 **** O49821_CARPA); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal ","AT1G78380","Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim."
"84","Solyc07g061750.2.1",NA,NA,NA
"85","Solyc07g061760.1.1",NA,NA,NA
"86","Solyc07g061770.2.1",NA,NA,NA
"87","Solyc07g061800.2.1","Heme-binding protein 2 (AHRD V1 **** B6T0C0_MAIZE); contains Interpro domain(s)  IPR006917  SOUL haem-binding protein ","AT1G17100","SOUL heme-binding family protein; similar to SOUL heme-binding family protein [Arabidopsis thaliana] (TAIR:AT1G78450.1); similar to Os01g0210500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042368.1); similar to Os01g0235300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042521.1); similar to novel protein (zgc:56136) [Danio rerio] (GB:CAI11708.1); contains InterPro domain SOUL heme-binding protein; (InterPro:IPR006917)"
"88","Solyc08g005090.1.1",NA,NA,NA
"89","Solyc08g016600.1.1",NA,NA,NA
"90","Solyc08g062210.2.1",NA,NA,NA
"91","Solyc08g066790.2.1","Phospholipase D (AHRD V1 **** Q9FR61_SOLLC); contains Interpro domain(s)  IPR011402  Phospholipase D, plant ","AT3G15730","Encodes phospholipase D alpha 1. Positive regulator of abscisic acid (ABA) mediated stomatal movements."
"92","Solyc08g076970.2.1","Acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase (AHRD V1 **-- D4MFM7_9ENTE); contains Interpro domain(s)  IPR011650  Peptidase M20, dimerisation ","AT4G17830","peptidase M20/M25/M40 family protein; similar to DIP-1 [Citrullus lanatus] (GB:BAA95409.1); similar to acetylornithine deacetylase, putative [Brassica oleracea] (GB:ABD65618.1); similar to acetylornithine deacetylase, putative [Brassica oleracea] (GB:ABD65173.1); contains InterPro domain Peptidase M20; (InterPro:IPR002933); contains InterPro domain Peptidase dimerisation; (InterPro:IPR011650)"
"93","Solyc08g079540.2.1",NA,NA,NA
"94","Solyc08g080100.2.1","MADS box transcription factor (AHRD V1 **** C3PTE7_POPTO); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box ","AT4G22950","MADS-box protein AGL19"
"95","Solyc08g080630.2.1",NA,NA,NA
"96","Solyc08g080650.1.1","Osmotin-like protein (Fragment) (AHRD V1 **-- Q8S4L1_SOLNI); contains Interpro domain(s)  IPR001938  Thaumatin, pathogenesis-related ","AT4G11650","osmotin-like protein"
"97","Solyc08g080860.2.1",NA,NA,NA
"98","Solyc08g083100.1.1",NA,NA,NA
"99","Solyc09g008670.2.1","Threonine ammonia-lyase biosynthetic (AHRD V1 **** B1XNT1_SYNP2); contains Interpro domain(s)  IPR000634  Serine/threonine dehydratase, pyridoxal-phosphate-binding site  IPR005787  Threonine dehydratase I ","AT3G10050","first enzyme in the biosynthetic pathway of isoleucine"
"100","Solyc09g010780.2.1","Protein phosphatase 2C containing protein (AHRD V1 *-*- B6T998_MAIZE); contains Interpro domain(s)  IPR015655  Protein phosphatase 2C ","AT2G28890","Encodes a protein phosphatase 2C  like gene, similar to POL. Involved in leaf development. Knockout mutants have abnormally shaped leaves."
"101","Solyc09g059220.1.1",NA,NA,NA
"102","Solyc09g065040.1.1",NA,NA,NA
"103","Solyc09g065620.2.1",NA,NA,NA
"104","Solyc09g075890.2.1","Pyrimidine 5&apos-nucleotidase (AHRD V1 **** B4WF69_9CAUL); contains Interpro domain(s)  IPR010237  Pyrimidine 5-nucleotidase ","AT2G32150","haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT5G02230.2); similar to putative phosphatase [Phaseolus vulgaris] (GB:CAD57681.1); similar to putative hydrolase [Glycine max] (GB:AAM94615.1); contains InterPro domain HAD-superfamily hydrolase subfamily IA, variant 3; (InterPro:IPR006402); contains InterPro domain Pyrimidine 5-nucleotidase; (InterPro:IPR010237); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834)"
"105","Solyc09g084440.2.1",NA,NA,NA
"106","Solyc09g084450.2.1",NA,NA,NA
"107","Solyc09g084480.2.1",NA,NA,NA
"108","Solyc09g084490.2.1",NA,NA,NA
"109","Solyc09g089530.2.1",NA,NA,NA
"110","Solyc09g089580.2.1","1-aminocyclopropane-1-carboxylate oxidase-like protein (AHRD V1 **-* Q9LTH8_ARATH); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase ","AT1G06620","encodes a protein whose sequence is similar to a 2-oxoglutarate-dependent dioxygenase"
"111","Solyc09g091000.2.1",NA,NA,NA
"112","Solyc10g007900.2.1",NA,NA,NA
"113","Solyc10g009080.2.1",NA,NA,NA
"114","Solyc10g039330.1.1",NA,NA,NA
"115","Solyc10g050670.1.1",NA,NA,NA
"116","Solyc10g055760.1.1","NAC domain protein IPR003441 (AHRD V1 ***- B9H1P6_POPTR); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein ","AT2G17040","ANAC036 (Arabidopsis NAC domain containing protein 36); transcription factor; similar to ANAC034/ANAC035 (Arabidopsis NAC domain containing protein 34, Arabidopsis NAC domain containing protein 35), transcription factor [Arabidopsis thaliana] (TAIR:AT2G02450.2); similar to NAC6 protein [Glycine max] (GB:AAX85983.1); contains InterPro domain No apical meristem (NAM) protein; (InterPro:IPR003441)"
"117","Solyc10g055810.1.1","Endochitinase (Chitinase) (AHRD V1 **** Q43184_SOLTU); contains Interpro domain(s)  IPR016283  Glycoside hydrolase, family 19  IPR018371  Chitin-binding, type 1, conserved site  IPR000726  Glycoside hydrolase, family 19, catalytic  IPR001002  Chitin-binding, type 1 ","AT3G12500","encodes a basic chitinase involved in ethylene/jasmonic acid mediated signalling pathway during systemic acquired resistance based on expression analyses."
"118","Solyc10g075130.1.1",NA,NA,NA
"119","Solyc10g078990.1.1",NA,NA,NA
"120","Solyc10g080000.1.1","Transcription initiation factor IIB-2 (AHRD V1 ***- D7L8X6_ARALY); contains Interpro domain(s)  IPR000812  Transcription factor TFIIB related ","AT3G10330","transcription initiation factor IIB-2 / general transcription factor TFIIB-2 (TFIIB2); Identical to Transcription initiation factor IIB-2 (General transcription factor TFIIB-2) (AtTFIIB2) (TFIIB2) [Arabidopsis Thaliana] (GB:Q9SS44;GB:P92972); similar to TFIIB (TRANSCRIPTION FACTOR II B), RNA polymerase II transcription factor [Arabidopsis thaliana] (TAIR:AT2G41630.1); similar to Transcription initiation factor IIB (General transcription factor TFIIB) (GB:P48513); contains InterPro domain Transcription factor TFIIB related; (InterPro:IPR000812); contains InterPro domain Transcription factor TFIIB, cyclin-related; (InterPro:IPR013150); contains InterPro domain Cyclin-like; (InterPro:IPR011028); contains InterPro domain Zinc finger, TFIIB-type; (InterPro:IPR013137); contains InterPro domain Cyclin-related; (InterPro:IPR013763); contains InterPro domain Cyclin; (InterPro:IPR006670)"
"121","Solyc10g081840.1.1",NA,NA,NA
"122","Solyc10g086690.1.1","Phosphatidylcholine:ceramide cholinephosphotransferase 2 (AHRD V1 *-*- SMS2_MACFA)","AT3G54020","phosphatidic acid phosphatase-related / PAP2-related; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G37940.1); similar to Os01g0850100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044812.1); similar to hypothetical protein PY02331 [Plasmodium yoelii yoelii str. 17XNL] (GB:XP_730203.1); similar to Os05g0452900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055712.1); contains domain SPINGOMYELIN SYNTHETASE-RELATED, ARATH (PTHR21290:SF1); contains domain SPHINGOMYELIN SYNTHETASE (PTHR21290); contains domain CoA-dependent acyltransferases (SSF52777)"
"123","Solyc11g005300.1.1",NA,NA,NA
"124","Solyc11g006790.1.1",NA,NA,NA
"125","Solyc11g011360.1.1","Nudix hydrolase 4 (AHRD V1 **-- B6T5N7_MAIZE); contains Interpro domain(s)  IPR000086  NUDIX hydrolase domain ","AT2G01670","ATNUDT17 (Arabidopsis thaliana Nudix hydrolase homolog 17); hydrolase; Identical to Nudix hydrolase 17, mitochondrial precursor (EC 3.6.1.-) (AtNUDT17) (NUDT17) [Arabidopsis Thaliana] (GB:Q9ZU95;GB:Q8L979); similar to ATNUDT18 (Arabidopsis thaliana Nudix hydrolase homolog 18), hydrolase [Arabidopsis thaliana] (TAIR:AT1G14860.1); similar to MutT-like protein [Cucumis sativus] (GB:AAP57672.1); contains InterPro domain NUDIX hydrolase; (InterPro:IPR000086)"
"126","Solyc11g020730.1.1",NA,NA,NA
"127","Solyc11g021060.1.1",NA,NA,NA
"128","Solyc11g027980.1.1",NA,NA,NA
"129","Solyc11g030730.1.1",NA,NA,NA
