"","ITAG","SGN_annotation","AGI","gene_name"
"26","Solyc07g008920.2.1","Oxysterol-binding protein (AHRD V1 **** Q2HUM2_MEDTR); contains Interpro domain(s)  IPR000648  Oxysterol-binding protein ","AT5G57240","oxysterol binding; similar to oxysterol-binding family protein [Arabidopsis thaliana] (TAIR:AT4G25850.1); similar to Oxysterol-binding protein [Medicago truncatula] (GB:ABD28638.1); contains InterPro domain Oxysterol-binding protein; (InterPro:IPR000648)"
"27","Solyc07g041710.1.1",NA,NA,NA
"28","Solyc07g045200.1.1",NA,NA,NA
"29","Solyc07g051930.1.1",NA,NA,NA
"30","Solyc08g062690.2.1",NA,NA,NA
"31","Solyc08g077810.1.1",NA,NA,NA
"32","Solyc08g082330.2.1",NA,NA,NA
"33","Solyc09g005500.2.1",NA,NA,NA
"34","Solyc09g064810.2.1","Uncharacterized membrane protein C24H6.13 (AHRD V1 **-- YA7D_SCHPO); contains Interpro domain(s)  IPR003864  Protein of unknown function DUF221 ","AT4G02900","early-responsive to dehydration protein-related / ERD protein-related; similar to early-responsive to dehydration protein-related / ERD protein-related [Arabidopsis thaliana] (TAIR:AT4G04340.1); similar to early-responsive to dehydration protein-related / ERD protein-related [Arabidopsis thaliana] (TAIR:AT3G21620.1); similar to early-responsive to dehydration protein-related / ERD protein-related [Arabidopsis thaliana] (TAIR:AT4G22120.2); similar to Protein of unknown function DUF221 [Medicago truncatula] (GB:ABE86757.1); similar to Os01g0534900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043256.1); similar to Os05g0393800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055457.1); contains InterPro domain Protein of unknown function DUF221; (InterPro:IPR003864)"
"35","Solyc09g089580.2.1","1-aminocyclopropane-1-carboxylate oxidase-like protein (AHRD V1 **-* Q9LTH8_ARATH); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase ","AT1G06620","encodes a protein whose sequence is similar to a 2-oxoglutarate-dependent dioxygenase"
"36","Solyc10g046910.1.1",NA,NA,NA
"37","Solyc10g047110.1.1","Peroxidase (AHRD V1 **** Q5K4K5_GOSHI); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ","AT4G25980","cationic peroxidase, putative; Identical to Peroxidase 43 precursor (EC 1.11.1.7) (Atperox P43) (PER43) [Arabidopsis Thaliana] (GB:Q9SZH2); similar to peroxidase, putative [Arabidopsis thaliana] (TAIR:AT1G77100.1); similar to Peroxidase 43 precursor (Atperox P43) (GB:Q9SZH2); contains InterPro domain Haem peroxidase; (InterPro:IPR010255); contains InterPro domain Haem peroxidase, plant/fungal/bacterial; (InterPro:IPR002016); contains InterPro domain Plant peroxidase; (InterPro:IPR000823)"
"38","Solyc11g019850.1.1",NA,NA,NA
"39","Solyc11g056380.1.1",NA,NA,NA
"40","Solyc11g065940.1.1",NA,NA,NA
"41","Solyc12g006060.1.1",NA,NA,NA
"42","Solyc12g088060.1.1",NA,NA,NA
