"","ITAG","SGN_annotation","AGI","gene_name"
"11","Solyc01g080910.2.1","Unknown Protein (AHRD V1)","AT1G31130","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G44860.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE90086.1); contains domain gb def: Hypothetical protein AT4g16850 (PTHR22597:SF10); contains domain FAMILY NOT NAMED (PTHR22597)"
"12","Solyc01g087050.2.1",NA,NA,NA
"13","Solyc01g090550.2.1","DNAJ chaperone (AHRD V1 ***- B0W7V8_CULQU); contains Interpro domain(s)  IPR003095  Heat shock protein DnaJ ","AT5G22060","Co-chaperonin similar to E. coli DnaJ"
"14","Solyc01g090800.2.1","Cyclin-dependent kinase (AHRD V1 **** A6YTD1_CUCME); contains Interpro domain(s)  IPR012389  Negative regulatory factor PREG ","AT3G60550","CYCP3;2 (cyclin p3;2); cyclin-dependent protein kinase; similar to CYCP3,1 (cyclin p3,1), cyclin-dependent protein kinase [Arabidopsis thaliana] (TAIR:AT2G45080.1); similar to PREG-like protein [Picea mariana] (GB:AAC32127.1); similar to Os04g0552300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053503.1); contains InterPro domain Cyclin, N-terminal; (InterPro:IPR006671); contains InterPro domain Cyclin-like; (InterPro:IPR011028); contains InterPro domain Cyclin-related; (InterPro:IPR013763); contains InterPro domain Negative regulatory factor PREG; (InterPro:IPR012389)"
"15","Solyc01g091850.2.1",NA,NA,NA
"16","Solyc01g095750.2.1","Long-chain-fatty-acid-CoA ligase (AHRD V1 **** B2WS80_ARAHA); contains Interpro domain(s)  IPR000873  AMP-dependent synthetase and ligase ","AT4G23850","long-chain-fatty-acid--CoA ligase / long-chain acyl-CoA synthetase; similar to long-chain-fatty-acid--CoA ligase, putative / long-chain acyl-CoA synthetase, putative [Arabidopsis thaliana] (TAIR:AT4G11030.1); similar to LACS2 (LONG-CHAIN ACYL-COA SYNTHETASE 2) [Arabidopsis thaliana] (TAIR:AT1G49430.1); similar to long-chain-fatty-acid--CoA ligase, putative / long-chain acyl-CoA synthetase, putative [Arabidopsis thaliana] (TAIR:AT1G64400.1); similar to acyl-CoA synthetase [Brassica napus] (GB:CAA64327.1); similar to ACS-like protein [Gossypium hirsutum] (GB:ABA00145.1); similar to ACS-like protein [Gossypium hirsutum] (GB:ABA00144.1); contains InterPro domain AMP-dependent synthetase and ligase; (InterPro:IPR000873)"
"17","Solyc01g096120.2.1",NA,NA,NA
"18","Solyc01g099340.2.1",NA,NA,NA
"19","Solyc01g099800.2.1",NA,NA,NA
"20","Solyc01g100510.2.1","Knotted-like homeobox protein (AHRD V1 ***- Q49RB7_POPTO); contains Interpro domain(s)  IPR001356  Homeobox  IPR005539  ELK  IPR017970  Homeobox, conserved site ","AT1G23380","homeodomain transcription factor KNAT6, belonging to class I of KN transcription factor family (which also includes KNAT1 and KNAT2). Expression is increased in as and bop1 leaf mutants."
"21","Solyc01g103290.2.1",NA,NA,NA
"22","Solyc01g103310.2.1",NA,NA,NA
"23","Solyc01g105940.2.1","Limonene synthase (AHRD V1 ***- Q2XSC6_LAVAN); contains Interpro domain(s)  IPR005630  Terpene synthase, metal-binding domain ","AT4G16740","Monoterpene synthase, catalyzes the formation of the acyclic monoterpene (E)-beta-ocimene in response to wounding or treatment with jasmonic acid."
"24","Solyc01g106910.2.1",NA,NA,NA
"25","Solyc01g107890.2.1",NA,NA,NA
"26","Solyc01g109390.2.1",NA,NA,NA
"27","Solyc01g110100.2.1",NA,NA,NA
"28","Solyc02g005110.2.1",NA,NA,NA
"29","Solyc02g014030.1.1",NA,NA,NA
"30","Solyc02g014190.2.1","Genomic DNA chromosome 5 P1 clone MYJ24 (AHRD V1 **-- Q9FN44_ARATH); contains Interpro domain(s)  IPR003594  ATP-binding region, ATPase-like ","AT5G23110","zinc finger (C3HC4-type RING finger) family protein; similar to zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana] (TAIR:AT1G73950.1); similar to Os04g0675200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054245.1); similar to H0103C06.6 [Oryza sativa (indica cultivar-group)] (GB:CAJ86102.1); similar to OSJNBa0018M05.18 [Oryza sativa (japonica cultivar-group)] (GB:CAE03243.2); contains InterPro domain ATP-binding region, ATPase-like; (InterPro:IPR003594); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)"
"31","Solyc02g030460.2.1",NA,NA,NA
"32","Solyc02g037590.1.1",NA,NA,NA
"33","Solyc02g062460.2.1",NA,NA,NA
"34","Solyc02g063520.2.1","Homeobox-leucine zipper protein 22 (AHRD V1 ***- D7MA03_ARALY); contains Interpro domain(s)  IPR003106  Leucine zipper, homeobox-associated ","AT4G37790","Encodes homeobox protein HAT22."
"35","Solyc02g068030.1.1",NA,NA,NA
"36","Solyc02g068900.2.1","Glutathione transferase (AHRD V1 **** Q2KKB6_THLCA); contains Interpro domain(s)  IPR016639  Glutathione S-transferase, predicted ","AT4G19880","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G45020.1); similar to Glutathione S-transferase, C-terminal-like [Medicago truncatula] (GB:ABC75353.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutathione S-transferase, C-terminal-like; (InterPro:IPR010987); contains InterPro domain Glutathione S-transferase, C-terminal; (InterPro:IPR004046)"
"37","Solyc02g069510.1.1",NA,NA,NA
"38","Solyc02g070520.2.1","Mannosyl-oligosaccharide 1 2-alpha-mannosidase (AHRD V1 **** B2VZK4_PYRTR); contains Interpro domain(s)  IPR001382  Glycoside hydrolase, family 47 ","AT1G30000","glycoside hydrolase family 47 protein; similar to mannosyl-oligosaccharide 1,2-alpha-mannosidase, putative [Arabidopsis thaliana] (TAIR:AT3G21160.1); similar to putative alpha-mannosidase [Oryza sativa (japonica cultivar-group)] (GB:AAT01383.1); similar to Os05g0209100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054909.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Glycoside hydrolase, family 47; (InterPro:IPR001382)"
"39","Solyc02g070600.1.1",NA,NA,NA
"40","Solyc02g077240.2.1","Pyruvate decarboxylase (AHRD V1 **** Q1I1D9_CITSI); contains Interpro domain(s)  IPR012110  Pyruvate decarboxylase/indolepyruvate decarboxylase ","AT5G54960","pyruvate decarboxylase-2"
"41","Solyc02g077840.1.1",NA,NA,NA
"42","Solyc02g077960.1.1",NA,NA,NA
"43","Solyc02g079500.2.1",NA,NA,NA
"44","Solyc02g079510.2.1",NA,NA,NA
"45","Solyc02g080580.1.1",NA,NA,NA
"46","Solyc02g081270.2.1",NA,NA,NA
"47","Solyc02g081540.2.1",NA,NA,NA
"48","Solyc02g083310.2.1","Wound responsive protein (Fragment) (AHRD V1 *--- A6N0L4_ORYSI); contains Interpro domain(s)  IPR003729  Protein of unknown function DUF151 ","AT5G66050","similar to wound-responsive family protein [Arabidopsis thaliana] (TAIR:AT1G19660.2); similar to Os08g0357000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061624.1); similar to putative wound inductive gene [Oryza sativa (japonica cultivar-group)] (GB:BAD03758.1); contains InterPro domain Protein of unknown function DUF151; (InterPro:IPR003729)"
"49","Solyc02g083520.2.1",NA,NA,NA
"50","Solyc02g083530.1.1",NA,NA,NA
"51","Solyc02g084900.2.1","Cell division protease ftsH homolog (AHRD V1 *--- FTSH_BACPE); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core ","AT2G18193","AAA-type ATPase family protein; similar to AAA-type ATPase family protein [Arabidopsis thaliana] (TAIR:AT2G18190.1); similar to putative AAA-type ATPase [Oryza sativa (japonica cultivar-group)] (GB:AAT37998.1); contains InterPro domain AAA-protein subdomain; (InterPro:IPR003960); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"52","Solyc02g084960.1.1",NA,NA,NA
"53","Solyc02g085170.2.1","Glucose transporter 8 (AHRD V1 ***- Q2KKJ3_SOLIN); contains Interpro domain(s)  IPR003663  Sugar/inositol transporter ","AT1G19450","integral membrane protein, putative / sugar transporter family protein; Identical to Sugar transporter ERD6-like 4 [Arabidopsis Thaliana] (GB:Q93YP9;GB:Q9LN48); similar to integral membrane protein, putative [Arabidopsis thaliana] (TAIR:AT1G75220.1); similar to 10A19I.3 [Oryza sativa (japonica cultivar-group)] (GB:AAD39600.1); similar to Os05g0579000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056416.1); similar to integral membrane protein [Beta vulgaris] (GB:AAB53155.1); contains InterPro domain Sugar transporter; (InterPro:IPR003663); contains InterPro domain Sugar transporter superfamily; (InterPro:IPR005829); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain General substrate transporter; (InterPro:IPR005828)"
"54","Solyc02g085190.1.1",NA,NA,NA
"55","Solyc02g085910.2.1",NA,NA,NA
"56","Solyc02g087120.2.1",NA,NA,NA
"57","Solyc02g087800.2.1","Aldose-1-epimerase-like protein (AHRD V1 **** O48971_TOBAC); contains Interpro domain(s)  IPR015443  Aldose-1-epimerase ","AT5G15140","aldose 1-epimerase family protein; similar to aldose 1-epimerase family protein [Arabidopsis thaliana] (TAIR:AT3G01260.1); similar to Galactose mutarotase-like [Medicago truncatula] (GB:ABE81353.1); contains InterPro domain Galactose mutarotase-like; (InterPro:IPR011013); contains InterPro domain Aldose 1-epimerase; (InterPro:IPR008183)"
"58","Solyc02g091910.1.1",NA,NA,NA
"59","Solyc02g092220.1.1",NA,NA,NA
"60","Solyc02g093280.2.1",NA,NA,NA
"61","Solyc02g093890.1.1",NA,NA,NA
"62","Solyc02g094060.2.1","Voltage-gated chloride channel (AHRD V1 **** Q96325_ARATH); contains Interpro domain(s)  IPR002251  Chloride channel plant CLC ","AT5G40890","Encodes a member of the voltage-dependent chloride channel. Mutants homozygous for the T-DNA insertion mutation have reduced nitrate uptake capacity in high nitrate environment and exhibit hypersensitivity to chlorate."
"63","Solyc03g007400.1.1",NA,NA,NA
"64","Solyc03g025110.1.1",NA,NA,NA
"65","Solyc03g025220.2.1","Multidrug resistance protein mdtK (AHRD V1 *--- MDTK_PHOLL); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE ","AT4G00350","MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT4G25640.1); similar to putative anthocyanin permease [Lycopersicon esculentum] (GB:AAQ55183.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"66","Solyc03g033920.1.1",NA,NA,NA
"67","Solyc03g034320.2.1","Class I glutamine amidotransferase (AHRD V1 *-*- D4V3L4_BACVU); contains Interpro domain(s)  IPR011697  Peptidase C26 ","AT5G38200","catalytic; similar to catalytic [Arabidopsis thaliana] (TAIR:AT1G66860.1); similar to Os01g0138800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001041973.1); similar to Anthranilate synthase component II [Fusobacterium nucleatum subsp. nucleatum ATCC 25586] (GB:NP_603402.1); contains InterPro domain Peptidase C26; (InterPro:IPR011697)"
"68","Solyc03g044910.1.1","GNS1/SUR4 membrane family protein (AHRD V1 ***- D7MBD4_ARALY); contains Interpro domain(s)  IPR002076  GNS1/SUR4 membrane protein ","AT4G36830","GNS1/SUR4 membrane family protein; similar to GNS1/SUR4 membrane family protein [Arabidopsis thaliana] (TAIR:AT1G75000.1); similar to GNS1/SUR4 membrane protein [Medicago truncatula] (GB:ABE78502.1); contains InterPro domain GNS1/SUR4 membrane protein; (InterPro:IPR002076)"
"69","Solyc03g078100.2.1","Pectinesterase family protein (AHRD V1 ***- D7MRW1_ARALY); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic ","AT5G09760","pectinesterase family protein; similar to pectinesterase family protein [Arabidopsis thaliana] (TAIR:AT5G64640.1); similar to 52O08_4 [Brassica rapa subsp. pekinensis] (GB:AAZ67549.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase; (InterPro:IPR000070); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)"
"70","Solyc03g082430.1.1",NA,NA,NA
"71","Solyc03g083380.2.1","Diacylglycerol O-acyltransferase (AHRD V1 ***- A5UWY0_ROSS1); contains Interpro domain(s)  IPR009721  Protein of unknown function DUF1298 ","AT5G53390","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G38995.1); similar to Protein of unknown function DUF1298 [Medicago truncatula] (GB:ABE82755.1); contains InterPro domain Protein of unknown function UPF0089; (InterPro:IPR004255); contains InterPro domain Protein of unknown function DUF1298; (InterPro:IPR009721)"
"72","Solyc03g097330.1.1",NA,NA,NA
"73","Solyc03g097820.1.1",NA,NA,NA
"74","Solyc03g111310.2.1","AKIN gamma (AHRD V1 **-- Q7XYY0_MEDTR); contains Interpro domain(s)  IPR000644  Cystathionine beta-synthase, core ","AT3G48530","CBS domain-containing protein; Identical to SNF1-related protein kinase regulatory subunit gamma 1 (AKIN gamma1) (AKING1) (KING1) [Arabidopsis Thaliana] (GB:Q8LBB2;GB:Q9S7W6); similar to CBS domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G69800.2); similar to AKIN gamma [Medicago truncatula] (GB:AAO61674.1); contains InterPro domain CBS; (InterPro:IPR000644)"
"75","Solyc03g112540.2.1","Retinol dehydrogenase 12 (AHRD V1 **-* B6UB33_MAIZE); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ","AT5G50130","short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT4G24050.1); similar to Short-chain dehydrogenase/reductase SDR [Medicago truncatula] (GB:ABE79697.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"76","Solyc03g112630.2.1",NA,NA,NA
"77","Solyc03g114180.2.1",NA,NA,NA
"78","Solyc03g114940.2.1","Cytochrome P450","AT1G13710","member of CYP78A"
"79","Solyc03g115370.2.1","Diacylglycerol kinase 1 (AHRD V1 **** A8QM12_MAIZE); contains Interpro domain(s)  IPR000756  Diacylglycerol kinase accessory region ","AT5G07920","diacylglycerol kinase"
"80","Solyc03g116530.2.1","Glyoxalase/bleomycin resistance protein/dioxygenase (AHRD V1 ***- Q2HVV5_MEDTR); contains Interpro domain(s)  IPR004360  Glyoxalase/bleomycin resistance protein/dioxygenase ","AT1G80160","lactoylglutathione lyase family protein / glyoxalase I family protein; similar to lactoylglutathione lyase [Arabidopsis thaliana] (TAIR:AT1G15380.2); similar to Glyoxalase/bleomycin resistance protein/dioxygenase [Medicago truncatula] (GB:ABD28405.1); contains InterPro domain Glyoxalase/extradiol ring-cleavage dioxygenase; (InterPro:IPR011588)"
"81","Solyc03g116990.1.1",NA,NA,NA
"82","Solyc03g117230.1.1",NA,NA,NA
"83","Solyc03g118160.1.1","FLORICAULA/LEAFY-like protein (AHRD V1 ***- Q9LDP5_SOLLC); contains Interpro domain(s)  IPR002910  Floricaula/leafy protein ","AT5G61850","Encodes transcriptional regulator that promotes the transition to flowering.Involved in floral meristem development."
"84","Solyc03g119820.1.1","Oleosin Bn-V (AHRD V1 ***- B6UIA7_MAIZE); contains Interpro domain(s)  IPR000136  Oleosin ","AT3G18570","glycine-rich protein / oleosin; similar to glycine-rich protein / oleosin [Arabidopsis thaliana] (TAIR:AT1G48990.1); similar to OLE-5 [Coffea canephora] (GB:AAX49393.1); contains InterPro domain Oleosin; (InterPro:IPR000136)"
"85","Solyc03g119840.2.1","Universal stress protein family protein (AHRD V1 ***- D7KDY5_ARALY); contains Interpro domain(s)  IPR006016  UspA ","AT1G48960","universal stress protein (USP) family protein; similar to MRH6 (morphogenesis of root hair 6) [Arabidopsis thaliana] (TAIR:AT2G03720.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAB39882.1); contains InterPro domain UspA; (InterPro:IPR006016)"
"86","Solyc03g120870.2.1",NA,NA,NA
"87","Solyc03g121780.1.1",NA,NA,NA
"88","Solyc04g007130.1.1",NA,NA,NA
"89","Solyc04g007330.1.1","HORMA domain containing protein expressed (AHRD V1 *--- Q2QMF2_ORYSJ); contains Interpro domain(s)  IPR003511  DNA-binding HORMA ","AT1G67370","meiotic asynaptic mutant 1 (ASY1)"
"90","Solyc04g007650.2.1","Phosphatidylinositol-4-phosphate 5-kinase family protein (AHRD V1 ***- D7L328_ARALY); contains Interpro domain(s)  IPR016034  Phosphatidylinositol-4-phosphate 5-kinase, core, subgroup ","AT1G71010","phosphatidylinositol-4-phosphate 5-kinase family protein; similar to phosphatidylinositol-4-phosphate 5-kinase family protein [Arabidopsis thaliana] (TAIR:AT3G14270.1); similar to 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding [Arabidopsis thaliana] (TAIR:AT4G33240.1); similar to phosphatidylinositol-4-phosphate 5-kinase family protein [Arabidopsis thaliana] (TAIR:AT1G34260.1); similar to finger-containing phosphoinositide kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD46198.1); similar to 1-phosphatidylinositol-3-phosphate 5-kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD08735.1); similar to Chaperonin Cpn60/TCP-1; Phosphatidylinositol-4-phosphate 5-kinase; Zinc finger, FYVE/PHD-type [Medicago truncatula] (GB:ABE86459.1); contains InterPro domain Chaperonin Cpn60/TCP-1; (InterPro:IPR002423); contains InterPro domain Phosphatidylinositol-4-phosphate 5-kinase; (InterPro:IPR002498)"
"91","Solyc04g009910.2.1","Calcium-dependent protein kinase 2 (AHRD V1 **** B4FZS4_MAIZE); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT3G04530","Encodes a second Arabidopsis phosphoenolpyruvate carboxylase kinase gene product with a different expression pattern from PPCK1. Expression of the gene is upregulated by exposure of the plant to light."
"92","Solyc04g010330.2.1",NA,NA,NA
"93","Solyc04g014600.2.1","Universal stress protein family protein (AHRD V1 ***- D7L0F0_ARALY); contains Interpro domain(s)  IPR006016  UspA ","AT3G03270","universal stress protein (USP) family protein / early nodulin ENOD18 family protein; similar to universal stress protein (USP) family protein [Arabidopsis thaliana] (TAIR:AT3G53990.1); similar to Universal stress protein (Usp) [Medicago truncatula] (GB:ABE83259.1); contains InterPro domain Universal stress protein (Usp); (InterPro:IPR006015); contains InterPro domain UspA; (InterPro:IPR006016)"
"94","Solyc04g014650.2.1",NA,NA,NA
"95","Solyc04g025450.1.1",NA,NA,NA
"96","Solyc04g026130.1.1",NA,NA,NA
"97","Solyc04g040220.2.1","NPR1-like protein (Fragment) (AHRD V1 ***- Q2QBV6_PYRCO); contains Interpro domain(s)  IPR013069  BTB/POZ ","AT2G41370","Encodes a cytoplasmic and nuclear-localized NPR1 like protein with BTB/POZ domain and ankyrin repeats. Interacts with BOP1 and appears to be genetically redundant with BOP1.bop1/bop2 double mutants have longer leaves, often with leaflets on the petiole, and asymmetric flowers with extra organs."
"98","Solyc04g055050.1.1",NA,NA,NA
"99","Solyc04g071400.2.1","Nodulin-like protein (AHRD V1 ***- B6TIX8_MAIZE); contains Interpro domain(s)  IPR000620  Protein of unknown function DUF6, transmembrane ","AT1G43650","integral membrane family protein / nodulin MtN21-related; similar to nodulin MtN21 family protein [Arabidopsis thaliana] (TAIR:AT5G64700.1); similar to Protein of unknown function DUF6, transmembrane [Medicago truncatula] (GB:ABE81602.1); similar to Os05g0106200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054417.1); similar to Os12g0518200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066899.1); contains InterPro domain Protein of unknown function DUF6, transmembrane; (InterPro:IPR000620)"
"100","Solyc04g071900.2.1","Peroxidase (AHRD V1 **** Q94IQ1_TOBAC); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ","AT1G71695","peroxidase 12 (PER12) (P12) (PRXR6); Identical to Peroxidase 12 precursor (EC 1.11.1.7) (Atperox P12) (PRXR6) (ATP4a) (PER12) [Arabidopsis Thaliana] (GB:Q96520;GB:Q43734); similar to peroxidase, putative [Arabidopsis thaliana] (TAIR:AT4G08770.1); similar to peroxidase [Nicotiana tabacum] (GB:AAK52084.1); contains InterPro domain Haem peroxidase; (InterPro:IPR010255); contains InterPro domain Haem peroxidase, plant/fungal/bacterial; (InterPro:IPR002016); contains InterPro domain Plant peroxidase; (InterPro:IPR000823)"
"101","Solyc04g074810.2.1",NA,NA,NA
"102","Solyc04g077000.2.1",NA,NA,NA
"103","Solyc04g078110.1.1","Subtilisin-like protease (AHRD V1 **-- A9XG40_TOBAC); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related ","AT5G67360","subtilisin-like protease that has been  located in stem and siliques but not roots."
"104","Solyc04g078290.2.1","Cytochrome P450","AT4G37370","member of CYP81D"
"105","Solyc04g079700.2.1","WD-40 repeat family protein (AHRD V1 **-- Q1EPE0_MUSAC); contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat, region ","AT2G26490","transducin family protein / WD-40 repeat family protein; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT4G34380.1); similar to putative WD repeat-protein [Oryza sativa (japonica cultivar-group)] (GB:AAP44704.1); similar to Os03g0738700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051213.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046)"
"106","Solyc04g080970.2.1",NA,NA,NA
"107","Solyc04g082540.1.1",NA,NA,NA
"108","Solyc05g005300.2.1",NA,NA,NA
"109","Solyc05g006010.2.1",NA,NA,NA
"110","Solyc05g006630.2.1",NA,NA,NA
"111","Solyc05g006990.2.1","Nitrate transporter (AHRD V1 **-* Q7XAK5_PRUPE); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ","AT1G69850","Encodes an inducible component of low-affinity nitrate uptake. mRNA found primarily in root hairs and the epidermis of roots."
"112","Solyc05g007870.1.1",NA,NA,NA
"113","Solyc05g011820.1.1","Protease II (Oligopeptidase B) (AHRD V1 **-- A6GXZ7_FLAPJ); contains Interpro domain(s)  IPR002470  Peptidase S9A, prolyl oligopeptidase ","AT1G69020","prolyl oligopeptidase family protein; similar to prolyl oligopeptidase family protein [Arabidopsis thaliana] (TAIR:AT5G66960.1); similar to Os09g0475700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063461.1); similar to putative oligopeptidase [Oryza sativa (japonica cultivar-group)] (GB:BAD38028.1); contains InterPro domain Peptidase S9A, prolyl oligopeptidase, N-terminal beta-propeller; (InterPro:IPR004106); contains InterPro domain Peptidase S9, prolyl oligopeptidase active site region; (InterPro:IPR001375); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Peptidase S9A, prolyl oligopeptidase; (InterPro:IPR002470)"
"114","Solyc05g012670.1.1",NA,NA,NA
"115","Solyc05g051570.2.1","Ras-related protein Rab-6A (AHRD V1 ***- B6STE7_MAIZE); contains Interpro domain(s)  IPR015600  Rab6-related ","AT5G10260","AtRABH1e (Arabidopsis Rab GTPase homolog H1e); GTP binding; similar to AtRABH1d (Arabidopsis Rab GTPase homolog H1d), GTP binding [Arabidopsis thaliana] (TAIR:AT2G22290.1); similar to 80A08_22 [Brassica rapa subsp. pekinensis] (GB:AAZ67607.1); contains InterPro domain Small GTP-binding protein domain; (InterPro:IPR005225); contains InterPro domain Ras small GTPase, Rab type; (InterPro:IPR003579); contains InterPro domain Ras GTPase; (InterPro:IPR001806); contains InterPro domain Ras; (InterPro:IPR013753)"
"116","Solyc05g051800.2.1","Zinc finger C3HC4 type family protein (AHRD V1 ***- B6TBG5_MAIZE); contains Interpro domain(s)  IPR011016  Zinc finger, RING-CH-type ","AT2G22120","protein binding / zinc ion binding; similar to zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana] (TAIR:AT1G11020.1); similar to hypothetical protein 185.t00015 [Entamoeba histolytica HM-1:IMSS] (GB:XP_651061.1); similar to Os11g0604600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068240.1); similar to Os08g0384900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061703.1); contains InterPro domain RINGv; (InterPro:IPR011016); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)"
"117","Solyc05g052470.2.1","Ferritin (AHRD V1 ***- A7UGG8_SOLTU); contains Interpro domain(s)  IPR001519  Ferritin, N-terminal ","AT3G11050","ATFER2 (FERRITIN 2); ferric iron binding; Identical to Ferritin-2, chloroplast precursor (EC 1.16.3.1) (FER2) [Arabidopsis Thaliana] (GB:Q9SRL5;GB:Q42288;GB:Q8L9N6;GB:Q8WHW4); similar to ATFER4 (FERRITIN 4), ferric iron binding [Arabidopsis thaliana] (TAIR:AT2G40300.1); similar to ferritin [Conyza canadensis] (GB:CAH05075.1); contains InterPro domain Ferritin-related; (InterPro:IPR012347); contains InterPro domain Ferritin; (InterPro:IPR001519); contains InterPro domain Ferritin/ribonucleotide reductase-like; (InterPro:IPR009078); contains InterPro domain Ferritin-like; (InterPro:IPR009040); contains InterPro domain Ferritin and Dps; (InterPro:IPR008331)"
