"","ITAG","SGN_annotation","AGI","gene_name"
"14","Solyc02g071820.2.1","Receptor like kinase, RLK","AT1G07650","leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G53430.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G53440.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT3G14840.2); similar to putative receptor-like protein kinase 2 [Glycine max] (GB:AAU10526.1); similar to SHR5-receptor-like kinase [Saccharum hybrid cultivar] (GB:AAY67902.1); similar to leucine-rich repeat-containing protein kinase family protein [Musa acuminata] (GB:ABF72026.1); contains InterPro domain Galactose mutarotase-like; (InterPro:IPR011013); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"15","Solyc02g081930.2.1",NA,NA,NA
"16","Solyc02g088120.2.1","Nucleic acid binding protein (AHRD V1 **** B6UDK8_MAIZE); contains Interpro domain(s)  IPR018111  K Homology, type 1, subgroup ","AT5G15270","KH domain-containing protein; similar to KH domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G14170.1); similar to KH, type 1 [Medicago truncatula] (GB:ABE82473.1); contains InterPro domain KH; (InterPro:IPR004087); contains InterPro domain KH, type 1; (InterPro:IPR004088)"
"17","Solyc02g091230.2.1",NA,NA,NA
"18","Solyc03g025590.2.1","Tripeptidyl peptidase II (AHRD V1 ***- Q5VZU9_HUMAN); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related ","AT4G20850","Tripeptidyl Peptidase II. Ser protease  that assembles into a large oligomeric complex containing two proteins of 153 and 142 kD that are derived from a single TPP2 gene, with the smaller version missing part of the C-terminal end. Not essential, based on the lack of phenotype of a T-DNA disruption mutant."
"19","Solyc03g025700.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KHY5_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT4G25270","pentatricopeptide (PPR) repeat-containing protein; similar to CRR2 (CHLORORESPIRATORY REDUCTION 2), binding [Arabidopsis thaliana] (TAIR:AT3G46790.1); similar to Os03g0852700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051926.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAO20081.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"20","Solyc03g033530.2.1","DNA lyase (AHRD V1 **** A4URR7_COCIM); contains Interpro domain(s)  IPR004808  Exodeoxyribonuclease III xth ","AT4G36050","endonuclease/exonuclease/phosphatase family protein; similar to ARP (apurinic endonuclease-redox protein) [Arabidopsis thaliana] (TAIR:AT2G41460.1); similar to Os09g0536000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063783.1); similar to hypothetical protein LOC393115 [Danio rerio] (GB:NP_956440.1); contains InterPro domain Exodeoxyribonuclease III xth; (InterPro:IPR004808); contains InterPro domain Endonuclease/exonuclease/phosphatase; (InterPro:IPR005135)"
"21","Solyc03g045100.1.1",NA,NA,NA
"22","Solyc03g046410.2.1",NA,NA,NA
"23","Solyc03g058440.1.1",NA,NA,NA
"24","Solyc03g113060.2.1","ATP-binding cassette transporter (AHRD V1 ***- D8RFW2_SELML); contains Interpro domain(s)  IPR003439  ABC transporter-like ","AT3G47780","member of ATH subfamily"
"25","Solyc04g005780.1.1","Glyoxal oxidase (AHRD V1 ***- B6TJK4_MAIZE); contains Interpro domain(s)  IPR009880  Glyoxal oxidase, N-terminal ","AT1G14430","glyoxal oxidase-related; similar to glyoxal oxidase-related [Arabidopsis thaliana] (TAIR:AT3G57620.1); similar to Os03g0258900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049609.1); similar to Os01g0677000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043851.1); similar to glyoxal oxidase [Vitis pseudoreticulata] (GB:ABA42922.1); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Glyoxal oxidase, N-terminal; (InterPro:IPR009880); contains InterPro domain F-box associated type 1; (InterPro:IPR006527)"
"26","Solyc04g011910.2.1","Os03g0169900 protein (Fragment) (AHRD V1 ***- Q0DUS0_ORYSJ)","AT5G64850","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G09960.1); similar to 80C09_15 [Brassica rapa subsp. pekinensis] (GB:AAZ41826.1)"
"27","Solyc04g045470.2.1","Os01g0841200 protein (Fragment) (AHRD V1 ***- Q0JHU9_ORYSJ); contains Interpro domain(s)  IPR004348  Protein of unknown function DUF246, plant ","AT1G35510","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G01480.1); similar to Growth regulator protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA96586.1); similar to Os12g0174100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066285.1); contains InterPro domain Protein of unknown function DUF246, plant; (InterPro:IPR004348)"
"28","Solyc04g058100.2.1",NA,NA,NA
"29","Solyc04g063340.1.1",NA,NA,NA
"30","Solyc04g064650.1.1",NA,NA,NA
"31","Solyc04g072150.1.1",NA,NA,NA
"32","Solyc04g074940.2.1","Bet1-like protein At4g14600 (AHRD V1 **-- BETL1_ARATH); contains Interpro domain(s)  IPR000727  Target SNARE coiled-coil region ","AT4G14600","Identical to Bet1-like protein At4g14600 [Arabidopsis Thaliana] (GB:Q8VXX9;GB:O23316); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G29060.1); similar to unknown [Striga asiatica] (GB:ABE66395.1); contains InterPro domain Target SNARE coiled-coil region; (InterPro:IPR000727)"
"33","Solyc04g077100.2.1",NA,NA,NA
"34","Solyc05g009490.2.1",NA,NA,NA
"35","Solyc05g013760.2.1",NA,NA,NA
"36","Solyc05g014410.1.1",NA,NA,NA
"37","Solyc05g014730.1.1","DNA topoisomerase (AHRD V1 ***- B9H4K8_POPTR); contains Interpro domain(s)  IPR000380  DNA topoisomerase, type IA, core ","AT5G63920","DNA topoisomerase III alpha, putative; similar to DNA topoisomerase family protein [Arabidopsis thaliana] (TAIR:AT2G32000.1); similar to DNA topoisomerase III (GB:AAB03695.1); similar to topoisomerase (DNA) III alpha [Homo sapiens] (GB:NP_004609.1); similar to Putative DNA topoisomerase III [Oryza sativa (japonica cultivar-group)] (GB:AAM15783.1); contains InterPro domain DNA topoisomerase, type IA, DNA-binding; (InterPro:IPR003602); contains InterPro domain DNA topoisomerase, type IA, zn finger; (InterPro:IPR013498); contains InterPro domain DNA topoisomerase, type IA, central; (InterPro:IPR013497); contains InterPro domain TOPRIM; (InterPro:IPR006171); contains InterPro domain DNA topoisomerase, type IA, domain 2; (InterPro:IPR003601); contains InterPro domain DNA topoisomerase, type IA; (InterPro:IPR000380); contains InterPro domain Zinc finger, CCHC-type; (InterPro:IPR001878); contains InterPro domain Toprim subdomain; (InterPro:IPR006154); contains InterPro domain Zinc finger, GRF-type; (InterPro:IPR010666)"
"38","Solyc05g018550.2.1",NA,NA,NA
"39","Solyc05g042070.2.1",NA,NA,NA
"40","Solyc06g005690.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MSG6_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT5G59600","pentatricopeptide (PPR) repeat-containing protein; similar to EMB2758 (EMBRYO DEFECTIVE 2758), binding [Arabidopsis thaliana] (TAIR:AT4G33990.1); similar to chloroplast import-associated channel protein homolog [Oryza sativa (japonica cultivar-group)] (GB:AAP06869.1); similar to Os03g0271300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049690.1); similar to pentatricopeptide, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95212.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"41","Solyc06g009360.1.1",NA,NA,NA
"42","Solyc06g016820.1.1",NA,NA,NA
"43","Solyc06g054580.2.1",NA,NA,NA
"44","Solyc06g060050.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M7B9_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT5G15340","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G29760.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE86760.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"45","Solyc06g064560.2.1","DNA ligase-like protein (AHRD V1 ***- Q8L9H8_ARATH); contains Interpro domain(s)  IPR010994  RuvA domain 2-like ","AT1G12790","similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAT37994.1); similar to Os05g0588200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056473.1); similar to Proteinase inhibitor I25, cystatin [Medicago truncatula] (GB:ABE86846.1); contains InterPro domain RuvA domain 2-like; (InterPro:IPR010994)"
"46","Solyc06g068150.2.1",NA,NA,NA
"47","Solyc06g071930.1.1",NA,NA,NA
"48","Solyc06g082720.1.1","GTP-binding nuclear protein Ran-A1 (AHRD V1 ***- B3TM31_ELAGV); contains Interpro domain(s)  IPR002041  Ran GTPase ","AT5G55190","A member of RAN GTPase gene family. Encodes a small soluble GTP-binding protein. Likely to be involved in nuclear translocation of proteins.  May also be involved in cell cycle progression."
"49","Solyc07g040790.2.1",NA,NA,NA
"50","Solyc07g051880.1.1",NA,NA,NA
"51","Solyc07g062230.2.1",NA,NA,NA
"52","Solyc08g016620.2.1","Os11g0198100 protein (Fragment) (AHRD V1 *-*- Q0IU20_ORYSJ); contains Interpro domain(s)  IPR006852  Protein of unknown function DUF616 ","AT5G46220","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G38500.1); similar to Os01g0210400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042367.1); similar to Protein of unknown function DUF616 [Medicago truncatula] (GB:ABE79297.1); similar to Os05g0531500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056134.1); contains InterPro domain Protein of unknown function DUF616; (InterPro:IPR006852)"
"53","Solyc08g067860.1.1","Homology to unknown gene (AHRD V1 ***- Q016Y8_OSTTA)","AT2G25660","EMB2410 (EMBRYO DEFECTIVE 2410); similar to Os01g0179400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042199.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD67835.1); contains domain Pyruvoyl-dependent histidine and arginine decarboxylases (SSF56271)"
"54","Solyc08g067980.1.1",NA,NA,NA
"55","Solyc08g075290.1.1",NA,NA,NA
"56","Solyc08g075930.2.1",NA,NA,NA
"57","Solyc08g076950.2.1",NA,NA,NA
"58","Solyc08g077320.1.1",NA,NA,NA
"59","Solyc08g080010.1.1",NA,NA,NA
"60","Solyc09g009150.1.1","D-mannose binding lectin family protein expressed (AHRD V1 *--- Q10JE9_ORYSJ); contains Interpro domain(s)  IPR001480  Curculin-like (mannose-binding) lectin ","AT5G03700","PAN domain-containing protein; similar to lectin protein kinase family protein [Arabidopsis thaliana] (TAIR:AT4G32300.1); similar to S-receptor kinase-like protein, putative [Oryza sativa (japonica cultivar-group)] (GB:AAX92753.1); similar to Os02g0527900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047006.1); contains InterPro domain Apple-like; (InterPro:IPR003609); contains InterPro domain N/apple PAN; (InterPro:IPR003014); contains InterPro domain Curculin-like (mannose-binding) lectin; (InterPro:IPR001480)"
"61","Solyc09g042760.1.1","ZIP4/SPO22 (AHRD V1 **-- A5Y6I6_ARATH); contains Interpro domain(s)  IPR013940  Meiosis specific protein SPO22 ","AT5G48390","tetratricopeptide repeat (TPR)-containing protein; similar to tetratricopeptide repeat (TPR)-containing protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD82387.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_1; (InterPro:IPR001440); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"62","Solyc09g060110.2.1","Pto-like, Serine/threonine kinase protein, resistance protein","AT5G48740","leucine-rich repeat family protein / protein kinase family protein; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G67720.1); similar to Protein kinase; Hydroxymethylglutaryl-coenzyme A reductase [Medicago truncatula] (GB:ABE88840.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"63","Solyc09g062980.1.1",NA,NA,NA
"64","Solyc09g074620.2.1",NA,NA,NA
"65","Solyc09g082180.2.1",NA,NA,NA
"66","Solyc09g090230.1.1","Casein kinase 1-like protein 8 (AHRD V1 ***- Q9LSX4_ARATH); contains Interpro domain(s)  IPR011009  Protein kinase-like ","AT1G03930","Phosphorylates serine, threonine, and tyrosine"
"67","Solyc09g090440.1.1",NA,NA,NA
"68","Solyc09g090630.1.1",NA,NA,NA
"69","Solyc09g090830.2.1",NA,NA,NA
"70","Solyc09g098330.2.1","WD-repeat protein-like (AHRD V1 ***- Q8LG28_ARATH); contains Interpro domain(s)  IPR017986  WD40 repeat, region ","AT5G56190","WD-40 repeat family protein; similar to WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT1G55680.1); similar to WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT3G13340.1); similar to Os02g0721600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047961.1); similar to WD-40 repeat [Medicago truncatula] (GB:ABE85775.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046)"
"71","Solyc10g008570.2.1",NA,NA,NA
"72","Solyc10g017590.2.1","Syt1 synaptotagmin Ca2+-dependent lipid-binding protein putati (IC) (AHRD V1 *--* Q01EW7_OSTTA); contains Interpro domain(s)  IPR018029  C2 membrane targeting protein ","AT3G61050","calcium-dependent lipid-binding protein, putative; similar to C2 domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G61030.1); similar to C2 domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G60950.1); similar to Os07g0409100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059439.1); similar to CLB1 [Solanum lycopersicum] (GB:BAA24382.1); contains InterPro domain C2; (InterPro:IPR000008); contains InterPro domain C2 calcium/lipid-binding region, CaLB; (InterPro:IPR008973)"
"73","Solyc10g053950.1.1",NA,NA,NA
"74","Solyc10g083370.1.1",NA,NA,NA
"75","Solyc10g084900.1.1","ER glycerol-phosphate acyltransferase (AHRD V1 **** B9S2F2_RICCO); contains Interpro domain(s)  IPR002123  Phospholipid/glycerol acyltransferase ","AT2G38110","Encodes a protein with glycerol-3-phosphate acyltransferase activity."
"76","Solyc10g085140.1.1","Undecaprenyl pyrophosphate synthase (AHRD V1 ***- Q5QXS4_IDILO); contains Interpro domain(s)  IPR001441  Di-trans-poly-cis-decaprenylcistransferase-like ","AT5G58770","dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative; Identical to Dehydrodolichyl diphosphate synthase 2 (EC 2.5.1.-) (Dedol-PP synthase 2) [Arabidopsis Thaliana] (GB:Q56Y11;GB:Q9LUY4); similar to dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative [Arabidopsis thaliana] (TAIR:AT5G58782.1); similar to Os01g0857200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044851.1); similar to Di-trans-poly-cis-decaprenylcistransferase [Anabaena variabilis ATCC 29413] (GB:YP_321433.1); contains InterPro domain Di-trans-poly-cis-decaprenylcistransferase; (InterPro:IPR001441)"
"77","Solyc10g086390.1.1","Short-chain dehydrogenase/reductase family protein (AHRD V1 ***- D7LJU7_ARALY); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ","AT5G02540","short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT2G37540.1); similar to putative pod-specific dehydrogenase SAC25 [Brassica napus] (GB:CAB58175.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"78","Solyc11g005600.1.1","Translation initiation factor 2B (AHRD V1 **** Q2UBN6_ASPOR); contains Interpro domain(s)  IPR000649  Initiation factor 2B related ","AT3G07300","GTP binding / translation initiation factor; similar to eukaryotic translation initiation factor 2B family protein / eIF-2B family protein [Arabidopsis thaliana] (TAIR:AT2G44070.1); similar to putative translation initiation factor 2B beta subunit [Nicotiana tabacum] (GB:AAD52847.2); contains InterPro domain Initiation factor 2B related; (InterPro:IPR000649)"
"79","Solyc11g010700.1.1",NA,NA,NA
"80","Solyc11g065050.1.1",NA,NA,NA
"81","Solyc11g066530.1.1",NA,NA,NA
"82","Solyc12g017360.1.1",NA,NA,NA
"83","Solyc12g019980.1.1",NA,NA,NA
"84","Solyc12g042560.1.1",NA,NA,NA
"85","Solyc12g077420.1.1",NA,NA,NA
